Player,Span,Team,Country,SR,Bowling Style,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
Shahbaz Ahmed,2024-2024,Gujarat Lions,India,121.5,Orthodox,1295,100*,25.90,1,69,3/7,30.28,0,40.0,0.0,-4.38
TM Head,2024-2025,Gujarat Lions,Australia,148.6,Offbreak,4336,102,30.97,2,22,3/16,29.95,0,43.0,0.0,1.01
V Viyaskanth,2024-2024,Gujarat Lions,Sri Lanka,79.4,Legbreak,1367,,,,,4/22,,0,,,
A Manohar,2025-2025,Gujarat Lions,Gujarat Titans,136.7,Legbreak,790,70*,28.21,0,-,-,-,-,28.0,0.0,-
A Taide,2025-2025,Gujarat Lions,Punjab Kings,139.7,Orthodox,1492,97,30.44,0,11,2/0,15.18,0,26.0,0.0,15.26
A Zampa,2025-2025,Gujarat Lions,Australia,86.5,Legbreak,310,23,5.96,0,386,6/19,21.53,3,43.0,0.0,-15.57
AU Verma,2025-2025,Gujarat Lions,Sunrisers Hyderabad,166.2,Medium,,81,,0,,,,,,,
E Malinga,2025-2025,Gujarat Lions,Sunrisers Hyderabad,109.5,Medium,24,15,8.00,0,44,4/15,20.29,0,10.0,0.0,-12.29
HS Dubey,2025-2025,Gujarat Lions,Sunrisers Hyderabad,,Orthodox,19,18,4.75,0,14,3/34,29.28,0,4.0,0.0,-24.53
HV Patel,2025-2025,Gujarat Lions,India,124.6,Medium,1289,82,15.71,0,260,5/12,23.37,2,47.0,0.0,-7.65
Ishan Kishan,2025-2025,Gujarat Lions,India,134.6,,5270,113*,28.79,4,0,-,-,0,114.0,14.0,-
Mohammed Shami,2025-2025,Gujarat Lions,India,103.4,Fast,134,32*,6.38,0,210,4/11,25.09,0,33.0,0.0,-18.71
PHKD Mendis,2025-2025,Gujarat Lions,Sri Lanka,125.0,,2226,99*,27.14,0,24,3/25,48.58,0,38.0,0.0,-21.43
PWA Mulder,2025-2025,Gujarat Lions,South Africa,131.1,Medium,2181,83*,26.92,0,67,4/14,29.20,0,58.0,0.0,-2.28
RD Chahar,2025-2025,Gujarat Lions,India,102.7,Legbreak,241,25*,9.64,0,136,5/14,26.12,1,44.0,0.0,-16.48
Sachin Baby,2025-2025,Gujarat Lions,Rajasthan Royals,130.0,Offbreak,2026,79,29.79,0,8,2/4,32.62,0,43.0,0.0,-2.83
Simarjeet Singh,2025-2025,Gujarat Lions,Chennai Super Kings,66.7,Medium,12,3*,3.00,0,44,3/16,23.22,0,8.0,0.0,-20.22
Zeeshan Ansari,2025-2025,Gujarat Lions,Sunrisers Hyderabad,,,-,-,-,-,6,3/42,60.83,0,5.0,0.0,-
A Badoni,2022-2025,Gujarat Titans,Lucknow Super Giants,135.8,Offbreak,1582,80*,29.84,0,11,2/4,24.00,0,34.0,0.0,5.84
AJ Tye,2022-2022,Gujarat Titans,Australia,128.1,Medium,741,44,12.77,0,342,5/17,21.33,3,87.0,0.0,-8.56
Avesh Khan,2022-2025,Gujarat Titans,India,147.6,Medium,109,19*,9.08,0,165,5/17,25.89,1,32.0,0.0,-16.81
DJ Hooda,2022-2024,Gujarat Titans,India,133.5,Offbreak,3667,108,23.96,2,27,4/10,43.44,0,102.0,0.0,-19.47
E Lewis,2022-2022,Gujarat Titans,West Indies,143.8,,6765,125*,29.03,6,-,-,-,-,79.0,0.0,-
JO Holder,2022-2022,Gujarat Titans,West Indies,136.8,Medium,3035,69,18.61,0,324,5/27,27.61,1,153.0,0.0,-8.99
K Gowtham,2022-2024,Gujarat Titans,Rajasthan Royals,172.8,Offbreak,734,60,15.29,0,74,4/19,28.06,0,31.0,0.0,-12.77
KH Pandya,2022-2024,Gujarat Titans,India,131.1,Orthodox,2954,86,23.82,0,162,4/15,30.01,0,82.0,0.0,-6.18
KL Rahul,2022-2024,Gujarat Titans,India,136.8,,8125,132*,42.53,7,-,-,-,-,115.0,10.0,-
KS Sharma,2022-2023,Gujarat Titans,Lucknow Super Giants,95.2,Offbreak,657,79*,27.37,0,10,3/19,17.70,0,5.0,0.0,9.67
M Vohra,2022-2023,Gujarat Titans,Kings XI Punjab,131.1,Medium,3340,106*,28.79,1,-,-,-,-,41.0,0.0,-
MK Pandey,2022-2022,Gujarat Titans,India,122.0,Offbreak,7100,129*,31.69,3,10,4/27,21.20,0,152.0,2.0,10.49
MP Stoinis,2022-2024,Gujarat Titans,Australia,137.1,Medium,6843,147*,29.36,2,179,4/15,26.84,0,85.0,0.0,2.52
Mohsin Khan,2022-2024,Gujarat Titans,Hong Kong,122.9,Medium,101,19,8.41,0,80,4/16,20.35,0,9.0,0.0,-11.93
PVD Chameera,2022-2022,Gujarat Titans,Sri Lanka,94.0,Fast,223,24*,7.43,0,167,4/17,27.08,0,35.0,0.0,-19.65
Q de Kock,2022-2024,Gujarat Titans,South Africa,137.7,,11421,140*,31.20,7,-,-,-,-,286.0,57.0,-
Ravi Bishnoi,2022-2025,Gujarat Titans,India,88.9,Legbreak,163,22*,6.52,0,185,4/13,23.80,0,56.0,0.0,-17.28
A Mishra,2023-2024,Gujarat Titans,India,89.7,Legbreak,808,49,13.69,0,285,5/17,22.28,2,44.0,0.0,-8.58
JD Unadkat,2023-2023,Gujarat Titans,India,117.9,Medium,562,58*,15.61,0,245,5/25,23.81,2,61.0,0.0,-8.20
KR Mayers,2023-2023,Gujarat Titans,West Indies,135.1,Medium,4196,92,23.44,0,68,4/4,33.14,0,62.0,0.0,-9.70
MA Wood,2023-2023,Gujarat Titans,England,100.0,Fast,134,27*,14.88,0,85,5/14,20.82,1,11.0,0.0,-5.93
N Pooran,2023-2025,Gujarat Titans,West Indies,149.6,,9951,108*,30.15,4,-,-,-,-,243.0,36.0,-
Naveen-ul-Haq,2023-2024,Gujarat Titans,Afghanistan,98.0,Medium,365,30*,8.69,0,267,5/11,24.26,1,60.0,0.0,-15.57
PN Mankad,2023-2023,Gujarat Titans,Punjab Kings,153.5,Medium,1192,72,29.80,0,30,4/48,29.36,0,27.0,0.0,0.43
R Shepherd,2023-2023,Gujarat Titans,West Indies,155.5,Medium,2173,73*,23.36,0,189,4/13,26.00,0,45.0,0.0,-2.63
Swapnil Singh,2023-2023,Gujarat Titans,Kings XI Punjab,129.0,Orthodox,988,52,22.45,0,73,6/19,25.63,1,32.0,0.0,-3.17
Yash Thakur,2023-2024,Gujarat Titans,Lucknow Super Giants,73.3,Medium,29,10,9.66,0,88,5/30,20.14,1,15.0,0.0,-10.48
Yudhvir Singh,2023-2024,Gujarat Titans,Lucknow Super Giants,160.6,Medium,198,29,9.90,0,29,3/13,33.00,0,15.0,0.0,-23.09
AA Kulkarni,2024-2024,Gujarat Titans,Lucknow Super Giants,112.5,Legbreak,324,62,24.92,0,10,2/22,32.90,0,3.0,0.0,-7.97
AJ Turner,2024-2024,Gujarat Titans,Australia,140.6,Offbreak,3860,84*,24.90,0,35,3/20,25.62,0,96.0,0.0,-0.72
Arshad Khan,2024-2024,Gujarat Titans,Mumbai Indians,128.4,Medium,182,58*,20.22,0,19,3/5,30.78,0,7.0,0.0,-10.56
D Padikkal,2024-2024,Gujarat Titans,India,124.4,Offbreak,3053,124*,30.83,3,-,-,-,-,48.0,0.0,-
M Siddharth,2024-2025,Gujarat Titans,Lucknow Super Giants,83.5,Orthodox,1,1*,-,0,23,4/16,12.39,0,5.0,0.0,-
MJ Henry,2024-2024,Gujarat Titans,New Zealand,143.9,Medium,615,44,13.08,0,208,5/18,22.38,1,68.0,0.0,-9.30
MP Yadav,2024-2025,Gujarat Titans,India,100.0,Medium,1,1*,-,0,25,3/14,18.20,0,6.0,0.0,-
S Joseph,2024-2024,Gujarat Titans,West Indies,128.6,Fast,3062,92*,32.23,0,35,2/7,28.05,0,58.0,0.0,4.17
AK Markram,2025-2025,Gujarat Titans,South Africa,136.8,Offbreak,4950,100,30.74,1,47,3/21,31.25,0,107.0,0.0,-0.50
Abdul Samad,2025-2025,Gujarat Titans,Japan,148.4,Legbreak,1642,76*,26.06,0,4,1/9,54.75,0,53.0,0.0,-28.68
Akash Deep,2025-2025,Gujarat Titans,Royal Challengers Bangalore,179.2,Medium,84,17,10.50,0,52,4/35,26.51,0,10.0,0.0,-16.01
Akash Singh,2025-2025,Gujarat Titans,Rajasthan Royals,89.3,Medium,44,17,11.00,0,20,3/19,33.75,0,3.0,0.0,-22.74
DA Miller,2025-2025,Gujarat Titans,South Africa,137.5,Offbreak,11476,120*,35.09,4,0,-,-,0,321.0,1.0,-
DS Rathi,2025-2025,Gujarat Titans,Lucknow Super Giants,33.3,Legbreak,,,,,,,,,,,
Himmat Singh,2025-2025,Gujarat Titans,Delhi,139.6,Offbreak,917,77*,28.65,0,1,1/0,10.00,0,24.0,0.0,18.65
MP Breetzke,2025-2025,Gujarat Titans,South Africa,136.9,,3200,94,29.62,0,-,-,-,-,45.0,1.0,-
MR Marsh,2025-2025,Gujarat Titans,Australia,136.5,Medium,5222,117,32.43,2,85,4/6,25.75,0,81.0,0.0,6.68
Prince Yadav,2025-2025,Gujarat Titans,Lucknow Super Giants,50.0,Medium,0,0,0.00,0,0,-,-,0,0.0,0.0,-
RR Pant,2025-2025,Gujarat Titans,India,141.8,,5291,128*,31.30,3,-,-,-,-,136.0,37.0,-
SN Thakur,2025-2025,Gujarat Titans,India,145.4,Medium,459,68,10.92,0,202,4/25,26.92,0,54.0,0.0,-15.99
Shahbaz Ahmed,2025-2025,Gujarat Titans,India,121.5,Orthodox,1295,100*,25.90,1,69,3/7,30.28,0,40.0,0.0,-4.38
W O'Rourke,2025-2025,Gujarat Titans,New Zealand,98.0,Medium,49,21*,16.33,0,60,5/22,25.05,1,14.0,0.0,-8.71
A Mukund,2008-2008,Kings XI Punjab,Chennai Super Kings,117.1,Legbreak,728,68*,26.96,0,11,3/22,9.18,0,21.0,0.0,17.78
CK Kapugedera,2008-2008,Kings XI Punjab,Sri Lanka,114.2,Medium,2022,96*,20.63,0,7,3/14,24.71,0,54.0,1.0,-4.08
JA Morkel,2008-2013,Kings XI Punjab,South Africa,139.2,Medium,4248,73*,26.38,0,248,4/25,25.43,0,71.0,0.0,0.95
JDP Oram,2008-2009,Kings XI Punjab,New Zealand,125.4,Medium,1111,66*,16.58,0,81,5/14,29.70,1,35.0,0.0,-13.12
Joginder Sharma,2008-2011,Kings XI Punjab,India,120.0,Medium,,,,,,,,,,,
L Balaji,2008-2010,Kings XI Punjab,India,73.7,Medium,54,15,4.90,0,126,5/24,22.19,1,16.0,0.0,-17.28
M Muralidaran,2008-2010,Kings XI Punjab,,0.0,Offbreak,81,11,3.37,0,179,4/16,22.03,0,31.0,0.0,-18.66
M Ntini,2008-2008,Kings XI Punjab,South Africa,72.4,Fast,30,11,5.00,0,63,4/21,25.00,0,7.0,0.0,-19.99
MEK Hussey,2008-2015,Kings XI Punjab,Australia,125.6,Medium,4569,116*,37.45,1,0,-,-,0,77.0,0.0,-
ML Hayden,2008-2010,Kings XI Punjab,Australia,136.9,Medium,1632,93,36.26,0,-,-,-,-,18.0,0.0,-
MS Dhoni,2008-2025,Kings XI Punjab,India,135.0,Medium,7628,84*,37.57,0,0,-,-,0,230.0,92.0,-
MS Gony,2008-2010,Kings XI Punjab,Chennai Super Kings,139.4,Medium,501,42,13.54,0,97,4/16,25.17,0,17.0,0.0,-11.63
P Amarnath,2008-2008,Kings XI Punjab,Chennai Super Kings,61.1,Medium,1,1,1.00,0,19,2/25,25.68,0,4.0,0.0,-24.68
PA Patel,2008-2010,Kings XI Punjab,India,120.5,,4300,82,22.87,0,-,-,-,-,113.0,31.0,-
S Anirudha,2008-2013,Kings XI Punjab,Chennai Super Kings,138.3,,1257,77,26.18,0,-,-,-,-,28.0,0.0,-
S Badrinath,2008-2013,Kings XI Punjab,India,113.5,Offbreak,2300,71*,28.75,0,1,1/16,22.00,0,27.0,0.0,6.75
S Vidyut,2008-2008,Kings XI Punjab,Chennai Super Kings,133.0,Orthodox,410,54,20.50,0,14,4/24,17.28,0,5.0,0.0,3.21
SK Raina,2008-2021,Kings XI Punjab,India,137.7,Offbreak,8654,126*,32.17,4,54,4/26,34.66,0,172.0,0.0,-2.49
SP Fleming,2008-2008,Kings XI Punjab,New Zealand,122.5,,1157,64*,23.14,0,-,-,-,-,13.0,0.0,-
A Flintoff,2009-2009,Kings XI Punjab,England,125.9,Fast,683,93,22.76,0,39,4/12,21.20,0,19.0,0.0,1.56
GJ Bailey,2009-2010,Kings XI Punjab,Australia,129.5,Medium,4127,89*,28.86,0,0,-,-,0,84.0,0.0,-
M Vijay,2009-2020,Kings XI Punjab,India,124.9,Offbreak,4223,127,26.22,3,0,-,-,0,65.0,0.0,-
R Ashwin,2009-2025,Kings XI Punjab,India,129.8,Offbreak,1233,50,14.50,0,317,4/8,26.94,0,79.0,0.0,-12.44
S Tyagi,2009-2010,Kings XI Punjab,India,75.0,Medium,13,7,3.25,0,25,2/23,40.12,0,3.0,0.0,-36.86
SB Jakati,2009-2012,Kings XI Punjab,Chennai Super Kings,96.6,Orthodox,,,,,,,,,,,
T Thushara,2009-2010,Kings XI Punjab,Sri Lanka,61.5,Medium,233,48,10.59,0,71,3/8,19.29,0,17.0,0.0,-8.70
C Ganapathy,2010-2010,Kings XI Punjab,Chennai Super Kings,128.1,Medium,37,15,4.11,0,33,4/12,16.09,0,12.0,0.0,-11.97
DE Bollinger,2010-2012,Kings XI Punjab,Australia,95.5,Medium,69,17,6.27,0,139,4/13,25.47,0,36.0,0.0,-19.20
JM Kemp,2010-2010,Kings XI Punjab,South Africa,118.4,Medium,1451,89*,28.45,0,56,3/12,22.71,0,47.0,0.0,5.73
KB Arun Karthik,2010-2010,Kings XI Punjab,Royal Challengers Bangalore,145.4,Legbreak,1586,89*,22.65,0,2,1/13,22.00,0,74.0,5.0,0.65
NLTC Perera,2010-2010,Kings XI Punjab,Sri Lanka,152.1,Medium,4873,103*,21.09,1,282,5/26,27.15,2,160.0,0.0,-6.05
DJ Bravo,2011-2022,Kings XI Punjab,West Indies,126.3,Medium,6970,70*,22.33,0,631,5/23,24.40,2,275.0,0.0,-2.06
KMDN Kulasekara,2011-2012,Kings XI Punjab,Sri Lanka,120.0,Medium,395,31,10.67,0,125,4/12,22.94,0,39.0,0.0,-12.26
S Randiv,2011-2011,Kings XI Punjab,Sri Lanka,100.0,Offbreak,354,55*,17.70,0,62,4/25,24.46,0,25.0,0.0,-6.76
SB Styris,2011-2011,Kings XI Punjab,New Zealand,118.9,Medium,4020,106*,25.76,2,125,3/5,29.09,0,47.0,0.0,-3.32
TG Southee,2011-2011,Kings XI Punjab,New Zealand,131.5,Medium,930,74,10.94,0,346,6/16,24.57,4,132.0,0.0,-13.63
WP Saha,2011-2013,Kings XI Punjab,Chennai Super Kings,125.5,,4655,129,24.24,2,-,-,-,-,142.0,39.0,-
BW Hilfenhaus,2012-2014,Kings XI Punjab,Australia,99.4,Medium,205,38*,9.31,0,117,5/23,22.20,1,21.0,0.0,-12.88
F du Plessis,2012-2021,Kings XI Punjab,South Africa,139.2,Legbreak,11906,120*,32.88,8,50,5/19,18.34,2,211.0,0.0,14.54
RA Jadeja,2012-2025,Kings XI Punjab,India,130.6,Orthodox,3985,77*,26.39,0,235,5/16,30.85,1,141.0,0.0,-4.46
VY Mahesh,2012-2012,Kings XI Punjab,Chennai Super Kings,75.9,Medium,96,17*,9.60,0,52,4/23,23.00,0,13.0,0.0,-13.39
AS Rajpoot,2013-2013,Kings XI Punjab,Chennai Super Kings,63.4,Medium,66,8,7.33,0,105,5/14,21.55,3,12.0,0.0,-14.21
B Laughlin,2013-2013,Kings XI Punjab,Australia,86.4,Medium,172,22,6.37,0,191,6/28,23.96,1,59.0,0.0,-17.59
CH Morris,2013-2013,Kings XI Punjab,South Africa,146.3,Medium,1868,82*,20.08,0,290,4/9,22.21,0,104.0,0.0,-2.12
DP Nannes,2013-2013,Kings XI Punjab,Netherlands,90.4,Fast,66,12*,8.25,0,257,5/31,22.25,2,34.0,0.0,-14.00
JO Holder,2013-2013,Kings XI Punjab,West Indies,136.8,Medium,3035,69,18.61,0,324,5/27,27.61,1,153.0,0.0,-8.99
MM Sharma,2013-2019,Kings XI Punjab,India,95.4,Medium,169,21*,7.04,0,167,5/10,28.65,1,39.0,0.0,-21.61
A Nehra,2014-2015,Kings XI Punjab,India,68.3,Medium,69,22*,5.30,0,162,4/10,22.54,0,27.0,0.0,-17.24
BB McCullum,2014-2015,Kings XI Punjab,New Zealand,135.1,Medium,9922,158*,29.97,7,0,-,-,0,153.0,14.0,-
DJ Hussey,2014-2014,Kings XI Punjab,Australia,124.4,Offbreak,6097,100*,30.03,1,68,3/25,26.35,0,129.0,0.0,3.68
DR Smith,2014-2015,Kings XI Punjab,West Indies,126.3,Medium,7870,110*,26.23,5,110,4/8,27.99,0,141.0,0.0,-1.75
IC Pandey,2014-2015,Kings XI Punjab,Chennai Super Kings,30.0,Medium,109,19*,6.81,0,68,4/20,25.39,0,17.0,0.0,-18.58
JW Hastings,2014-2014,Kings XI Punjab,Australia,162.9,Medium,877,80*,16.86,0,116,4/26,24.70,0,25.0,0.0,-7.84
M Manhas,2014-2014,Kings XI Punjab,Delhi Daredevils,104.9,Offbreak,1170,52,21.66,0,5,3/33,29.60,0,28.0,0.0,-7.93
P Negi,2014-2015,Kings XI Punjab,India,124.1,Orthodox,803,41*,15.74,0,96,5/22,24.61,1,40.0,0.0,-8.86
S Badree,2014-2014,Kings XI Punjab,West Indies,80.6,Legbreak,183,29*,9.15,0,187,5/22,22.16,1,46.0,0.0,-13.01
V Shankar,2014-2025,Kings XI Punjab,India,131.0,Medium,2454,69*,26.67,0,36,3/12,33.02,0,68.0,0.0,-6.35
RG More,2015-2015,Kings XI Punjab,Chennai Super Kings,100.0,Medium,34,13,11.33,0,20,4/27,28.75,0,4.0,0.0,-17.41
AT Rayudu,2018-2023,Kings XI Punjab,India,124.7,Offbreak,6176,100*,26.05,1,-,-,-,-,101.0,3.0,-
DJ Willey,2018-2018,Kings XI Punjab,England,135.9,Medium,4773,118,22.30,2,362,4/7,23.45,0,165.0,0.0,-1.14
DL Chahar,2018-2024,Kings XI Punjab,India,145.9,Medium,462,55*,14.43,0,184,6/7,24.85,2,32.0,0.0,-10.42
DR Shorey,2018-2019,Kings XI Punjab,Chennai Super Kings,76.5,Offbreak,1030,84,27.83,0,0,-,-,0,24.0,0.0,-
Harbhajan Singh,2018-2019,Kings XI Punjab,India,136.2,Offbreak,1512,78,14.67,0,235,5/18,26.35,1,83.0,0.0,-11.67
Imran Tahir,2018-2021,Kings XI Punjab,South Africa,101.3,Legbreak,387,23,8.79,0,567,5/21,19.53,5,107.0,0.0,-10.74
KM Asif,2018-2021,Kings XI Punjab,Chennai Super Kings,0.0,Medium,2,1*,2.00,0,40,3/15,24.22,0,8.0,0.0,-22.22
KM Jadhav,2018-2020,Kings XI Punjab,India,122.2,Offbreak,2592,84*,24.45,0,6,2/23,20.83,0,55.0,9.0,3.61
KV Sharma,2018-2020,Kings XI Punjab,India,126.1,Legbreak,,,,,,,,,,,
L Ngidi,2018-2021,Kings XI Punjab,South Africa,77.5,Fast,80,13*,6.66,0,190,5/39,21.34,1,31.0,0.0,-14.68
MA Wood,2018-2018,Kings XI Punjab,England,100.0,Fast,134,27*,14.88,0,85,5/14,20.82,1,11.0,0.0,-5.93
SN Thakur,2018-2024,Kings XI Punjab,India,145.4,Medium,459,68,10.92,0,202,4/25,26.92,0,54.0,0.0,-15.99
SR Watson,2018-2020,Kings XI Punjab,Australia,138.3,Medium,8821,124*,29.30,6,216,4/15,27.02,0,101.0,0.0,2.27
SW Billings,2018-2019,Kings XI Punjab,England,134.3,,7238,106,24.04,1,-,-,-,-,237.0,32.0,-
MJ Santner,2019-2024,Kings XI Punjab,New Zealand,129.7,Orthodox,2451,92*,22.48,0,247,4/11,23.82,0,92.0,0.0,-1.33
SC Kuggeleijn,2019-2019,Kings XI Punjab,New Zealand,141.9,Medium,1026,41,17.10,0,169,4/17,27.15,0,65.0,0.0,-10.05
JR Hazlewood,2020-2021,Kings XI Punjab,Australia,89.0,Medium,71,13*,14.20,0,164,4/12,21.54,0,20.0,0.0,-7.34
Monu Kumar,2020-2020,Kings XI Punjab,Chennai Super Kings,100.0,Medium,49,16,8.16,0,37,4/14,19.86,0,5.0,0.0,-11.69
N Jagadeesan,2020-2022,Kings XI Punjab,Chennai Super Kings,126.9,,1475,88,31.38,0,-,-,-,-,26.0,7.0,-
PP Chawla,2020-2020,Kings XI Punjab,India,113.3,Legbreak,1565,45*,14.76,0,319,4/12,24.45,0,73.0,0.0,-9.68
RD Gaikwad,2020-2025,Kings XI Punjab,India,139.1,Offbreak,4996,123*,39.33,6,-,-,-,-,73.0,4.0,-
SM Curran,2020-2025,Kings XI Punjab,England,137.5,Medium,4825,102*,24.36,1,291,5/10,27.90,4,117.0,0.0,-3.53
MM Ali,2021-2024,Kings XI Punjab,England,139.7,Offbreak,7450,121*,23.65,3,263,5/34,24.78,1,123.0,0.0,-1.13
RV Uthappa,2021-2022,Kings XI Punjab,India,130.5,Medium,,,,,,,,,,,
AF Milne,2022-2022,Kings XI Punjab,New Zealand,112.8,Fast,498,22,11.06,0,247,5/11,23.54,3,53.0,0.0,-12.47
CJ Jordan,2022-2022,Kings XI Punjab,England,134.2,Medium,2476,73,16.84,0,439,4/6,27.05,0,214.0,0.0,-10.21
D Pretorius,2022-2023,Kings XI Punjab,South Africa,138.4,Medium,2969,77*,19.92,0,246,5/17,24.26,1,55.0,0.0,-4.33
DP Conway,2022-2025,Kings XI Punjab,New Zealand,132.7,Medium,6725,105*,40.75,2,3,1/10,47.00,0,95.0,9.0,-6.24
M Pathirana,2022-2025,Kings XI Punjab,Sri Lanka,55.2,Medium,38,8,3.80,0,132,4/20,21.46,0,26.0,0.0,-17.66
M Theekshana,2022-2024,Kings XI Punjab,Sri Lanka,67.9,Offbreak,249,15,6.07,0,210,4/15,25.95,0,42.0,0.0,-19.87
Mukesh Choudhary,2022-2025,Kings XI Punjab,Chennai Super Kings,100.0,Medium,32,11*,10.66,0,48,4/33,23.62,0,4.0,0.0,-12.95
PH Solanki,2022-2022,Kings XI Punjab,Chennai Super Kings,,Legbreak,1,1*,-,0,14,2/8,32.07,0,2.0,0.0,-
S Dube,2022-2025,Kings XI Punjab,India,141.7,Medium,3448,95*,31.06,0,57,3/4,31.15,0,54.0,0.0,-0.09
Simarjeet Singh,2022-2024,Kings XI Punjab,Chennai Super Kings,66.7,Medium,12,3*,3.00,0,44,3/16,23.22,0,8.0,0.0,-20.22
TU Deshpande,2022-2024,Kings XI Punjab,India,118.2,Medium,51,20*,7.28,0,127,4/13,22.55,0,16.0,0.0,-15.27
AM Rahane,2023-2024,Kings XI Punjab,India,125.0,Medium,7242,105*,29.92,2,1,1/5,5.00,0,120.0,0.0,24.92
Akash Singh,2023-2023,Kings XI Punjab,Rajasthan Royals,89.3,Medium,44,17,11.00,0,20,3/19,33.75,0,3.0,0.0,-22.74
BA Stokes,2023-2023,Kings XI Punjab,England,136.4,Medium,3027,107*,24.41,2,93,4/16,30.91,0,74.0,0.0,-6.50
RS Hangargekar,2023-2023,Kings XI Punjab,Chennai Super Kings,,Medium,28,11,9.33,0,14,3/36,30.85,0,4.0,0.0,-21.52
SSB Magala,2023-2023,Kings XI Punjab,South Africa,114.1,Medium,753,63,17.92,0,140,5/20,24.26,2,26.0,0.0,-6.33
DJ Mitchell,2024-2024,Kings XI Punjab,New Zealand,138.2,Medium,5330,88*,30.98,0,83,4/32,25.53,0,129.0,0.0,5.45
Mustafizur Rahman,2024-2024,Kings XI Punjab,Bangladesh,71.4,Medium,196,21*,5.93,0,372,6/10,21.29,4,58.0,0.0,-15.35
R Ravindra,2024-2025,Kings XI Punjab,New Zealand,139.4,Orthodox,1825,70,20.50,0,65,4/11,22.04,0,49.0,0.0,-1.54
RJ Gleeson,2024-2024,Kings XI Punjab,England,70.8,Medium,65,8,4.64,0,149,5/33,23.55,1,25.0,0.0,-18.90
Sameer Rizvi,2024-2024,Kings XI Punjab,Chennai Super Kings,136.9,Offbreak,601,75*,33.38,0,-,-,-,-,10.0,0.0,-
A Kamboj,2025-2025,Kings XI Punjab,Mumbai Indians,96.2,Medium,66,17,13.20,0,34,3/12,20.26,0,10.0,0.0,-7.06
A Mhatre,2025-2025,Kings XI Punjab,Chennai Super Kings,189.0,Offbreak,80,32*,26.66,0,1,1/39,39.00,0,4.0,0.0,-12.33
D Brevis,2025-2025,Kings XI Punjab,South Africa,154.9,Legbreak,2518,162,28.94,2,18,2/19,21.27,0,53.0,0.0,7.66
DJ Hooda,2025-2025,Kings XI Punjab,India,133.5,Offbreak,3667,108,23.96,2,27,4/10,43.44,0,102.0,0.0,-19.47
J Overton,2025-2025,Kings XI Punjab,England,157.5,Fast,1687,83*,20.57,0,133,5/47,27.20,1,95.0,0.0,-6.62
KK Ahmed,2025-2025,Kings XI Punjab,India,28.0,Medium,11,3*,1.57,0,159,5/18,25.15,1,21.0,0.0,-23.58
NT Ellis,2025-2025,Kings XI Punjab,Australia,111.2,Medium,489,40,10.86,0,203,4/6,23.64,0,59.0,0.0,-12.77
Noor Ahmad,2025-2025,Kings XI Punjab,Afghanistan,95.8,Chinaman,221,20,6.13,0,209,5/11,21.51,2,40.0,0.0,-15.37
RA Tripathi,2025-2025,Kings XI Punjab,India,139.0,Medium,3644,93,25.30,0,12,5/27,23.75,1,71.0,0.0,1.55
SK Rasheed,2025-2025,Kings XI Punjab,Chennai Super Kings,111.6,Legbreak,423,100*,24.88,1,1,1/18,50.00,0,11.0,0.0,-25.11
UM Patel,2025-2025,Kings XI Punjab,Chennai Super Kings,187.5,,1230,115*,26.17,2,-,-,-,-,37.0,6.0,-
AA Jhunjhunwala,2011-2011,Kochi Tuskers Kerala,Rajasthan Royals,103.3,Offbreak,472,54*,18.15,0,3,1/5,57.33,0,20.0,0.0,-39.17
AC Thomas,2011-2012,Kochi Tuskers Kerala,South Africa,107.3,Medium,410,30*,12.05,0,263,5/24,21.81,1,67.0,0.0,-9.75
B Kumar,2011-2013,Kochi Tuskers Kerala,India,88.7,Medium,522,27,10.44,0,327,5/4,25.11,5,64.0,0.0,-14.67
CJ Ferguson,2011-2012,Kochi Tuskers Kerala,Australia,125.4,Medium,3217,113*,26.80,2,-,-,-,-,56.0,0.0,-
GC Smith,2011-2011,Kochi Tuskers Kerala,South Africa,119.3,Offbreak,2389,105,29.86,1,4,3/23,37.00,0,37.0,0.0,-7.13
Harpreet Singh,2011-2012,Kochi Tuskers Kerala,Pune Warriors,111.3,Medium,2757,92*,35.34,0,6,2/15,22.33,0,51.0,0.0,13.01
JD Ryder,2011-2012,Kochi Tuskers Kerala,New Zealand,138.6,Medium,,,,,,,,,,,
JE Taylor,2011-2011,Kochi Tuskers Kerala,West Indies,118.9,Fast,266,21,11.56,0,140,5/10,25.60,2,21.0,0.0,-14.04
JP Faulkner,2011-2011,Kochi Tuskers Kerala,Australia,126.6,Medium,1953,73,21.46,0,262,5/16,22.80,3,69.0,0.0,-1.33
Kamran Khan,2011-2011,Kochi Tuskers Kerala,Qatar,122.8,Medium,864,88,24.68,0,0,-,-,0,11.0,0.0,-
M Kartik,2011-2012,Kochi Tuskers Kerala,India,103.7,Orthodox,320,35,12.80,0,110,5/13,31.36,1,38.0,0.0,-18.56
M Manhas,2011-2013,Kochi Tuskers Kerala,Delhi Daredevils,104.9,Offbreak,1170,52,21.66,0,5,3/33,29.60,0,28.0,0.0,-7.93
MD Mishra,2011-2012,Kochi Tuskers Kerala,Deccan Chargers,113.9,Offbreak,899,84,20.43,0,-,-,-,-,14.0,0.0,-
