Player,Span,Team,Record Type,StartYear,EndYear
Abdur Razzak,2008-2008,Chennai Super Kings,Batting,2008,2008
J Arunkumar,2008-2008,Chennai Super Kings,Batting,2008,2008
S Chanderpaul,2008-2008,Chennai Super Kings,Batting,2008,2008
B Chipli,2008-2008,Chennai Super Kings,Batting,2008,2008
SB Joshi,2008-2008,Chennai Super Kings,Batting,2008,2008
Misbah-ul-Haq,2008-2008,Chennai Super Kings,Batting,2008,2008
AA Noffke,2008-2008,Chennai Super Kings,Batting,2008,2008
DT Patil,2008-2008,Chennai Super Kings,Batting,2008,2008
Abdur Razzak,2008-2008,Chennai Super Kings,Bowling,2008,2008
J Arunkumar,2008-2008,Chennai Super Kings,Bowling,2008,2008
S Chanderpaul,2008-2008,Chennai Super Kings,Bowling,2008,2008
B Chipli,2008-2008,Chennai Super Kings,Bowling,2008,2008
SB Joshi,2008-2008,Chennai Super Kings,Bowling,2008,2008
Misbah-ul-Haq,2008-2008,Chennai Super Kings,Bowling,2008,2008
AA Noffke,2008-2008,Chennai Super Kings,Bowling,2008,2008
DT Patil,2008-2008,Chennai Super Kings,Bowling,2008,2008
W Jaffer,2008-2009,Chennai Super Kings,Batting,2008,2009
W Jaffer,2008-2009,Chennai Super Kings,Bowling,2008,2009
B Akhil,2008-2010,Chennai Super Kings,Batting,2008,2010
MV Boucher,2008-2010,Chennai Super Kings,Batting,2008,2010
R Dravid,2008-2010,Chennai Super Kings,Batting,2008,2010
SP Goswami,2008-2010,Chennai Super Kings,Batting,2008,2010
JH Kallis,2008-2010,Chennai Super Kings,Batting,2008,2010
P Kumar,2008-2010,Chennai Super Kings,Batting,2008,2010
A Kumble,2008-2010,Chennai Super Kings,Batting,2008,2010
LRPL Taylor,2008-2010,Chennai Super Kings,Batting,2008,2010
CL White,2008-2010,Chennai Super Kings,Batting,2008,2010
B Akhil,2008-2010,Chennai Super Kings,Bowling,2008,2010
MV Boucher,2008-2010,Chennai Super Kings,Bowling,2008,2010
R Dravid,2008-2010,Chennai Super Kings,Bowling,2008,2010
SP Goswami,2008-2010,Chennai Super Kings,Bowling,2008,2010
JH Kallis,2008-2010,Chennai Super Kings,Bowling,2008,2010
P Kumar,2008-2010,Chennai Super Kings,Bowling,2008,2010
A Kumble,2008-2010,Chennai Super Kings,Bowling,2008,2010
LRPL Taylor,2008-2010,Chennai Super Kings,Bowling,2008,2010
CL White,2008-2010,Chennai Super Kings,Bowling,2008,2010
Z Khan,2008-2013,Chennai Super Kings,Batting,2008,2013
R Vinay Kumar,2008-2013,Chennai Super Kings,Batting,2008,2013
Z Khan,2008-2013,Chennai Super Kings,Bowling,2008,2013
R Vinay Kumar,2008-2013,Chennai Super Kings,Bowling,2008,2013
DW Steyn,2008-2020,Chennai Super Kings,Batting,2008,2020
DW Steyn,2008-2020,Chennai Super Kings,Bowling,2008,2020
V Kohli,2008-2025,Chennai Super Kings,Batting,2008,2025
V Kohli,2008-2025,Chennai Super Kings,Bowling,2008,2025
R Bishnoi,2009-2009,Chennai Super Kings,Batting,2009,2009
D du Preez,2009-2009,Chennai Super Kings,Batting,2009,2009
JD Ryder,2009-2009,Chennai Super Kings,Batting,2009,2009
R Bishnoi,2009-2009,Chennai Super Kings,Bowling,2009,2009
D du Preez,2009-2009,Chennai Super Kings,Bowling,2009,2009
JD Ryder,2009-2009,Chennai Super Kings,Bowling,2009,2009
MK Pandey,2009-2010,Chennai Super Kings,Batting,2009,2010
Pankaj Singh,2009-2010,Chennai Super Kings,Batting,2009,2010
KP Pietersen,2009-2010,Chennai Super Kings,Batting,2009,2010
RV Uthappa,2009-2010,Chennai Super Kings,Batting,2009,2010
RE van der Merwe,2009-2010,Chennai Super Kings,Batting,2009,2010
MK Pandey,2009-2010,Chennai Super Kings,Bowling,2009,2010
Pankaj Singh,2009-2010,Chennai Super Kings,Bowling,2009,2010
KP Pietersen,2009-2010,Chennai Super Kings,Bowling,2009,2010
RV Uthappa,2009-2010,Chennai Super Kings,Bowling,2009,2010
RE van der Merwe,2009-2010,Chennai Super Kings,Bowling,2009,2010
KP Appanna,2009-2012,Chennai Super Kings,Batting,2009,2012
KP Appanna,2009-2012,Chennai Super Kings,Bowling,2009,2012
A Mithun,2009-2013,Chennai Super Kings,Batting,2009,2013
A Mithun,2009-2013,Chennai Super Kings,Bowling,2009,2013
KV Sharma,2009-2024,Chennai Super Kings,Batting,2009,2024
KV Sharma,2009-2024,Chennai Super Kings,Bowling,2009,2024
ND Doshi,2010-2010,Chennai Super Kings,Batting,2010,2010
EJG Morgan,2010-2010,Chennai Super Kings,Batting,2010,2010
S Sriram,2010-2010,Chennai Super Kings,Batting,2010,2010
ND Doshi,2010-2010,Chennai Super Kings,Bowling,2010,2010
EJG Morgan,2010-2010,Chennai Super Kings,Bowling,2010,2010
S Sriram,2010-2010,Chennai Super Kings,Bowling,2010,2010
AA Kazi,2011-2011,Chennai Super Kings,Batting,2011,2011
CK Langeveldt,2011-2011,Chennai Super Kings,Batting,2011,2011
DP Nannes,2011-2011,Chennai Super Kings,Batting,2011,2011
R Ninan,2011-2011,Chennai Super Kings,Batting,2011,2011
LA Pomersbach,2011-2011,Chennai Super Kings,Batting,2011,2011
JJ van der Wath,2011-2011,Chennai Super Kings,Batting,2011,2011
AA Kazi,2011-2011,Chennai Super Kings,Bowling,2011,2011
CK Langeveldt,2011-2011,Chennai Super Kings,Bowling,2011,2011
DP Nannes,2011-2011,Chennai Super Kings,Bowling,2011,2011
R Ninan,2011-2011,Chennai Super Kings,Bowling,2011,2011
LA Pomersbach,2011-2011,Chennai Super Kings,Bowling,2011,2011
JJ van der Wath,2011-2011,Chennai Super Kings,Bowling,2011,2011
M Kaif,2011-2012,Chennai Super Kings,Batting,2011,2012
AUK Pathan,2011-2012,Chennai Super Kings,Batting,2011,2012
DL Vettori,2011-2012,Chennai Super Kings,Batting,2011,2012
M Kaif,2011-2012,Chennai Super Kings,Bowling,2011,2012
AUK Pathan,2011-2012,Chennai Super Kings,Bowling,2011,2012
DL Vettori,2011-2012,Chennai Super Kings,Bowling,2011,2012
KB Arun Karthik,2011-2013,Chennai Super Kings,Batting,2011,2013
TM Dilshan,2011-2013,Chennai Super Kings,Batting,2011,2013
CA Pujara,2011-2013,Chennai Super Kings,Batting,2011,2013
J Syed Mohammad,2011-2013,Chennai Super Kings,Batting,2011,2013
SS Tiwary,2011-2013,Chennai Super Kings,Batting,2011,2013
KB Arun Karthik,2011-2013,Chennai Super Kings,Bowling,2011,2013
TM Dilshan,2011-2013,Chennai Super Kings,Bowling,2011,2013
CA Pujara,2011-2013,Chennai Super Kings,Bowling,2011,2013
J Syed Mohammad,2011-2013,Chennai Super Kings,Bowling,2011,2013
SS Tiwary,2011-2013,Chennai Super Kings,Bowling,2011,2013
S Aravind,2011-2017,Chennai Super Kings,Batting,2011,2017
CH Gayle,2011-2017,Chennai Super Kings,Batting,2011,2017
S Aravind,2011-2017,Chennai Super Kings,Bowling,2011,2017
CH Gayle,2011-2017,Chennai Super Kings,Bowling,2011,2017
AB de Villiers,2011-2021,Chennai Super Kings,Batting,2011,2021
AB de Villiers,2011-2021,Chennai Super Kings,Bowling,2011,2021
MA Agarwal,2011-2025,Chennai Super Kings,Batting,2011,2025
MA Agarwal,2011-2025,Chennai Super Kings,Bowling,2011,2025
RR Bhatkal,2012-2012,Chennai Super Kings,Batting,2012,2012
P Parameswaran,2012-2012,Chennai Super Kings,Batting,2012,2012
RR Bhatkal,2012-2012,Chennai Super Kings,Bowling,2012,2012
P Parameswaran,2012-2012,Chennai Super Kings,Bowling,2012,2012
AB McDonald,2012-2013,Chennai Super Kings,Batting,2012,2013
AB McDonald,2012-2013,Chennai Super Kings,Bowling,2012,2013
M Muralidaran,2012-2014,Chennai Super Kings,Batting,2012,2014
M Muralidaran,2012-2014,Chennai Super Kings,Bowling,2012,2014
HV Patel,2012-2023,Chennai Super Kings,Batting,2012,2023
HV Patel,2012-2023,Chennai Super Kings,Bowling,2012,2023
MC Henriques,2013-2013,Chennai Super Kings,Batting,2013,2013
M Kartik,2013-2013,Chennai Super Kings,Batting,2013,2013
A Mukund,2013-2013,Chennai Super Kings,Batting,2013,2013
KK Nair,2013-2013,Chennai Super Kings,Batting,2013,2013
RP Singh,2013-2013,Chennai Super Kings,Batting,2013,2013
JD Unadkat,2013-2013,Chennai Super Kings,Batting,2013,2013
MC Henriques,2013-2013,Chennai Super Kings,Bowling,2013,2013
M Kartik,2013-2013,Chennai Super Kings,Bowling,2013,2013
A Mukund,2013-2013,Chennai Super Kings,Bowling,2013,2013
KK Nair,2013-2013,Chennai Super Kings,Bowling,2013,2013
RP Singh,2013-2013,Chennai Super Kings,Bowling,2013,2013
JD Unadkat,2013-2013,Chennai Super Kings,Bowling,2013,2013
R Rampaul,2013-2014,Chennai Super Kings,Batting,2013,2014
R Rampaul,2013-2014,Chennai Super Kings,Bowling,2013,2014
KL Rahul,2013-2016,Chennai Super Kings,Batting,2013,2016
KL Rahul,2013-2016,Chennai Super Kings,Bowling,2013,2016
DT Christian,2013-2021,Chennai Super Kings,Batting,2013,2021
DT Christian,2013-2021,Chennai Super Kings,Bowling,2013,2021
SB Jakati,2014-2014,Chennai Super Kings,Batting,2014,2014
JA Morkel,2014-2014,Chennai Super Kings,Batting,2014,2014
S Rana,2014-2014,Chennai Super Kings,Batting,2014,2014
YV Takawale,2014-2014,Chennai Super Kings,Batting,2014,2014
Yuvraj Singh,2014-2014,Chennai Super Kings,Batting,2014,2014
VH Zol,2014-2014,Chennai Super Kings,Batting,2014,2014
SB Jakati,2014-2014,Chennai Super Kings,Bowling,2014,2014
JA Morkel,2014-2014,Chennai Super Kings,Bowling,2014,2014
S Rana,2014-2014,Chennai Super Kings,Bowling,2014,2014
YV Takawale,2014-2014,Chennai Super Kings,Bowling,2014,2014
Yuvraj Singh,2014-2014,Chennai Super Kings,Bowling,2014,2014
VH Zol,2014-2014,Chennai Super Kings,Bowling,2014,2014
AN Ahmed,2014-2015,Chennai Super Kings,Batting,2014,2015
AB Dinda,2014-2015,Chennai Super Kings,Batting,2014,2015
NJ Maddinson,2014-2015,Chennai Super Kings,Batting,2014,2015
RR Rossouw,2014-2015,Chennai Super Kings,Batting,2014,2015
MA Starc,2014-2015,Chennai Super Kings,Batting,2014,2015
AN Ahmed,2014-2015,Chennai Super Kings,Bowling,2014,2015
AB Dinda,2014-2015,Chennai Super Kings,Bowling,2014,2015
NJ Maddinson,2014-2015,Chennai Super Kings,Bowling,2014,2015
RR Rossouw,2014-2015,Chennai Super Kings,Bowling,2014,2015
MA Starc,2014-2015,Chennai Super Kings,Bowling,2014,2015
VR Aaron,2014-2016,Chennai Super Kings,Batting,2014,2016
VR Aaron,2014-2016,Chennai Super Kings,Bowling,2014,2016
PA Patel,2014-2019,Chennai Super Kings,Batting,2014,2019
PA Patel,2014-2019,Chennai Super Kings,Bowling,2014,2019
YS Chahal,2014-2021,Chennai Super Kings,Batting,2014,2021
YS Chahal,2014-2021,Chennai Super Kings,Bowling,2014,2021
SA Abbott,2015-2015,Chennai Super Kings,Batting,2015,2015
MS Bisla,2015-2015,Chennai Super Kings,Batting,2015,2015
DJG Sammy,2015-2015,Chennai Super Kings,Batting,2015,2015
SA Abbott,2015-2015,Chennai Super Kings,Bowling,2015,2015
MS Bisla,2015-2015,Chennai Super Kings,Bowling,2015,2015
DJG Sammy,2015-2015,Chennai Super Kings,Bowling,2015,2015
D Wiese,2015-2016,Chennai Super Kings,Batting,2015,2016
D Wiese,2015-2016,Chennai Super Kings,Bowling,2015,2016
Iqbal Abdulla,2015-2017,Chennai Super Kings,Batting,2015,2017
Iqbal Abdulla,2015-2017,Chennai Super Kings,Bowling,2015,2017
SN Khan,2015-2018,Chennai Super Kings,Batting,2015,2018
Mandeep Singh,2015-2018,Chennai Super Kings,Batting,2015,2018
SN Khan,2015-2018,Chennai Super Kings,Bowling,2015,2018
Mandeep Singh,2015-2018,Chennai Super Kings,Bowling,2015,2018
KD Karthik,2015-2024,Chennai Super Kings,Batting,2015,2024
KD Karthik,2015-2024,Chennai Super Kings,Bowling,2015,2024
CJ Jordan,2016-2016,Chennai Super Kings,Batting,2016,2016
Parvez Rasool,2016-2016,Chennai Super Kings,Batting,2016,2016
T Shamsi,2016-2016,Chennai Super Kings,Batting,2016,2016
CJ Jordan,2016-2016,Chennai Super Kings,Bowling,2016,2016
Parvez Rasool,2016-2016,Chennai Super Kings,Bowling,2016,2016
T Shamsi,2016-2016,Chennai Super Kings,Bowling,2016,2016
STR Binny,2016-2017,Chennai Super Kings,Batting,2016,2017
TM Head,2016-2017,Chennai Super Kings,Batting,2016,2017
AF Milne,2016-2017,Chennai Super Kings,Batting,2016,2017
SR Watson,2016-2017,Chennai Super Kings,Batting,2016,2017
STR Binny,2016-2017,Chennai Super Kings,Bowling,2016,2017
TM Head,2016-2017,Chennai Super Kings,Bowling,2016,2017
AF Milne,2016-2017,Chennai Super Kings,Bowling,2016,2017
SR Watson,2016-2017,Chennai Super Kings,Bowling,2016,2017
KW Richardson,2016-2021,Chennai Super Kings,Batting,2016,2021
Sachin Baby,2016-2021,Chennai Super Kings,Batting,2016,2021
KW Richardson,2016-2021,Chennai Super Kings,Bowling,2016,2021
Sachin Baby,2016-2021,Chennai Super Kings,Bowling,2016,2021
KM Jadhav,2016-2023,Chennai Super Kings,Batting,2016,2023
KM Jadhav,2016-2023,Chennai Super Kings,Bowling,2016,2023
Avesh Khan,2017-2017,Chennai Super Kings,Batting,2017,2017
S Badree,2017-2017,Chennai Super Kings,Batting,2017,2017
A Choudhary,2017-2017,Chennai Super Kings,Batting,2017,2017
TS Mills,2017-2017,Chennai Super Kings,Batting,2017,2017
B Stanlake,2017-2017,Chennai Super Kings,Batting,2017,2017
Vishnu Vinod,2017-2017,Chennai Super Kings,Batting,2017,2017
Avesh Khan,2017-2017,Chennai Super Kings,Bowling,2017,2017
S Badree,2017-2017,Chennai Super Kings,Bowling,2017,2017
A Choudhary,2017-2017,Chennai Super Kings,Bowling,2017,2017
TS Mills,2017-2017,Chennai Super Kings,Bowling,2017,2017
B Stanlake,2017-2017,Chennai Super Kings,Bowling,2017,2017
Vishnu Vinod,2017-2017,Chennai Super Kings,Bowling,2017,2017
P Negi,2017-2019,Chennai Super Kings,Batting,2017,2019
P Negi,2017-2019,Chennai Super Kings,Bowling,2017,2019
CJ Anderson,2018-2018,Chennai Super Kings,Batting,2018,2018
M Ashwin,2018-2018,Chennai Super Kings,Batting,2018,2018
Q de Kock,2018-2018,Chennai Super Kings,Batting,2018,2018
BB McCullum,2018-2018,Chennai Super Kings,Batting,2018,2018
M Vohra,2018-2018,Chennai Super Kings,Batting,2018,2018
CR Woakes,2018-2018,Chennai Super Kings,Batting,2018,2018
CJ Anderson,2018-2018,Chennai Super Kings,Bowling,2018,2018
M Ashwin,2018-2018,Chennai Super Kings,Bowling,2018,2018
Q de Kock,2018-2018,Chennai Super Kings,Bowling,2018,2018
BB McCullum,2018-2018,Chennai Super Kings,Bowling,2018,2018
M Vohra,2018-2018,Chennai Super Kings,Bowling,2018,2018
CR Woakes,2018-2018,Chennai Super Kings,Bowling,2018,2018
C de Grandhomme,2018-2019,Chennai Super Kings,Batting,2018,2019
K Khejroliya,2018-2019,Chennai Super Kings,Batting,2018,2019
TG Southee,2018-2019,Chennai Super Kings,Batting,2018,2019
C de Grandhomme,2018-2019,Chennai Super Kings,Bowling,2018,2019
K Khejroliya,2018-2019,Chennai Super Kings,Bowling,2018,2019
TG Southee,2018-2019,Chennai Super Kings,Bowling,2018,2019
MM Ali,2018-2020,Chennai Super Kings,Batting,2018,2020
UT Yadav,2018-2020,Chennai Super Kings,Batting,2018,2020
MM Ali,2018-2020,Chennai Super Kings,Bowling,2018,2020
UT Yadav,2018-2020,Chennai Super Kings,Bowling,2018,2020
Washington Sundar,2018-2021,Chennai Super Kings,Batting,2018,2021
Washington Sundar,2018-2021,Chennai Super Kings,Bowling,2018,2021
Mohammed Siraj,2018-2024,Chennai Super Kings,Batting,2018,2024
Mohammed Siraj,2018-2024,Chennai Super Kings,Bowling,2018,2024
AD Nath,2019-2019,Chennai Super Kings,Batting,2019,2019
SO Hetmyer,2019-2019,Chennai Super Kings,Batting,2019,2019
H Klaasen,2019-2019,Chennai Super Kings,Batting,2019,2019
P Ray Barman,2019-2019,Chennai Super Kings,Batting,2019,2019
MP Stoinis,2019-2019,Chennai Super Kings,Batting,2019,2019
AD Nath,2019-2019,Chennai Super Kings,Bowling,2019,2019
SO Hetmyer,2019-2019,Chennai Super Kings,Bowling,2019,2019
H Klaasen,2019-2019,Chennai Super Kings,Bowling,2019,2019
P Ray Barman,2019-2019,Chennai Super Kings,Bowling,2019,2019
MP Stoinis,2019-2019,Chennai Super Kings,Bowling,2019,2019
S Dube,2019-2020,Chennai Super Kings,Batting,2019,2020
Gurkeerat Singh,2019-2020,Chennai Super Kings,Batting,2019,2020
S Dube,2019-2020,Chennai Super Kings,Bowling,2019,2020
Gurkeerat Singh,2019-2020,Chennai Super Kings,Bowling,2019,2020
NA Saini,2019-2021,Chennai Super Kings,Batting,2019,2021
NA Saini,2019-2021,Chennai Super Kings,Bowling,2019,2021
AJ Finch,2020-2020,Chennai Super Kings,Batting,2020,2020
CH Morris,2020-2020,Chennai Super Kings,Batting,2020,2020
JR Philippe,2020-2020,Chennai Super Kings,Batting,2020,2020
I Udana,2020-2020,Chennai Super Kings,Batting,2020,2020
A Zampa,2020-2020,Chennai Super Kings,Batting,2020,2020
AJ Finch,2020-2020,Chennai Super Kings,Bowling,2020,2020
CH Morris,2020-2020,Chennai Super Kings,Bowling,2020,2020
JR Philippe,2020-2020,Chennai Super Kings,Bowling,2020,2020
I Udana,2020-2020,Chennai Super Kings,Bowling,2020,2020
A Zampa,2020-2020,Chennai Super Kings,Bowling,2020,2020
Shahbaz Ahmed,2020-2023,Chennai Super Kings,Batting,2020,2023
Shahbaz Ahmed,2020-2023,Chennai Super Kings,Bowling,2020,2023
D Padikkal,2020-2025,Chennai Super Kings,Batting,2020,2025
D Padikkal,2020-2025,Chennai Super Kings,Bowling,2020,2025
KS Bharat,2021-2021,Chennai Super Kings,Batting,2021,2021
GHS Garton,2021-2021,Chennai Super Kings,Batting,2021,2021
KA Jamieson,2021-2021,Chennai Super Kings,Batting,2021,2021
DR Sams,2021-2021,Chennai Super Kings,Batting,2021,2021
KS Bharat,2021-2021,Chennai Super Kings,Bowling,2021,2021
GHS Garton,2021-2021,Chennai Super Kings,Bowling,2021,2021
KA Jamieson,2021-2021,Chennai Super Kings,Bowling,2021,2021
DR Sams,2021-2021,Chennai Super Kings,Bowling,2021,2021
PW Hasaranga,2021-2023,Chennai Super Kings,Batting,2021,2023
PW Hasaranga,2021-2023,Chennai Super Kings,Bowling,2021,2023
GJ Maxwell,2021-2024,Chennai Super Kings,Batting,2021,2024
GJ Maxwell,2021-2024,Chennai Super Kings,Bowling,2021,2024
TH David,2021-2025,Chennai Super Kings,Batting,2021,2025
RM Patidar,2021-2025,Chennai Super Kings,Batting,2021,2025
TH David,2021-2025,Chennai Super Kings,Bowling,2021,2025
RM Patidar,2021-2025,Chennai Super Kings,Bowling,2021,2025
S Kaul,2022-2022,Chennai Super Kings,Batting,2022,2022
SE Rutherford,2022-2022,Chennai Super Kings,Batting,2022,2022
S Kaul,2022-2022,Chennai Super Kings,Bowling,2022,2022
SE Rutherford,2022-2022,Chennai Super Kings,Bowling,2022,2022
DJ Willey,2022-2023,Chennai Super Kings,Batting,2022,2023
DJ Willey,2022-2023,Chennai Super Kings,Bowling,2022,2023
Akash Deep,2022-2024,Chennai Super Kings,Batting,2022,2024
Anuj Rawat,2022-2024,Chennai Super Kings,Batting,2022,2024
F du Plessis,2022-2024,Chennai Super Kings,Batting,2022,2024
MK Lomror,2022-2024,Chennai Super Kings,Batting,2022,2024
SS Prabhudessai,2022-2024,Chennai Super Kings,Batting,2022,2024
Akash Deep,2022-2024,Chennai Super Kings,Bowling,2022,2024
Anuj Rawat,2022-2024,Chennai Super Kings,Bowling,2022,2024
F du Plessis,2022-2024,Chennai Super Kings,Bowling,2022,2024
MK Lomror,2022-2024,Chennai Super Kings,Bowling,2022,2024
SS Prabhudessai,2022-2024,Chennai Super Kings,Bowling,2022,2024
JR Hazlewood,2022-2025,Chennai Super Kings,Batting,2022,2025
JR Hazlewood,2022-2025,Chennai Super Kings,Bowling,2022,2025
MG Bracewell,2023-2023,Chennai Super Kings,Batting,2023,2023
WD Parnell,2023-2023,Chennai Super Kings,Batting,2023,2023
MG Bracewell,2023-2023,Chennai Super Kings,Bowling,2023,2023
WD Parnell,2023-2023,Chennai Super Kings,Bowling,2023,2023
H Sharma,2023-2024,Chennai Super Kings,Batting,2023,2024
RJW Topley,2023-2024,Chennai Super Kings,Batting,2023,2024
V Vyshak,2023-2024,Chennai Super Kings,Batting,2023,2024
H Sharma,2023-2024,Chennai Super Kings,Bowling,2023,2024
RJW Topley,2023-2024,Chennai Super Kings,Bowling,2023,2024
V Vyshak,2023-2024,Chennai Super Kings,Bowling,2023,2024
SD Chauhan,2024-2024,Chennai Super Kings,Batting,2024,2024
MJ Dagar,2024-2024,Chennai Super Kings,Batting,2024,2024
LH Ferguson,2024-2024,Chennai Super Kings,Batting,2024,2024
C Green,2024-2024,Chennai Super Kings,Batting,2024,2024
WG Jacks,2024-2024,Chennai Super Kings,Batting,2024,2024
AS Joseph,2024-2024,Chennai Super Kings,Batting,2024,2024
Swapnil Singh,2024-2024,Chennai Super Kings,Batting,2024,2024
SD Chauhan,2024-2024,Chennai Super Kings,Bowling,2024,2024
MJ Dagar,2024-2024,Chennai Super Kings,Bowling,2024,2024
LH Ferguson,2024-2024,Chennai Super Kings,Bowling,2024,2024
C Green,2024-2024,Chennai Super Kings,Bowling,2024,2024
WG Jacks,2024-2024,Chennai Super Kings,Bowling,2024,2024
AS Joseph,2024-2024,Chennai Super Kings,Bowling,2024,2024
Swapnil Singh,2024-2024,Chennai Super Kings,Bowling,2024,2024
Yash Dayal,2024-2025,Chennai Super Kings,Batting,2024,2025
Yash Dayal,2024-2025,Chennai Super Kings,Bowling,2024,2025
JG Bethell,2025-2025,Chennai Super Kings,Batting,2025,2025
MS Bhandage,2025-2025,Chennai Super Kings,Batting,2025,2025
B Kumar,2025-2025,Chennai Super Kings,Batting,2025,2025
LS Livingstone,2025-2025,Chennai Super Kings,Batting,2025,2025
L Ngidi,2025-2025,Chennai Super Kings,Batting,2025,2025
KH Pandya,2025-2025,Chennai Super Kings,Batting,2025,2025
Rasikh Salam,2025-2025,Chennai Super Kings,Batting,2025,2025
PD Salt,2025-2025,Chennai Super Kings,Batting,2025,2025
JM Sharma,2025-2025,Chennai Super Kings,Batting,2025,2025
R Shepherd,2025-2025,Chennai Super Kings,Batting,2025,2025
Suyash Sharma,2025-2025,Chennai Super Kings,Batting,2025,2025
N Thushara,2025-2025,Chennai Super Kings,Batting,2025,2025
JG Bethell,2025-2025,Chennai Super Kings,Bowling,2025,2025
MS Bhandage,2025-2025,Chennai Super Kings,Bowling,2025,2025
B Kumar,2025-2025,Chennai Super Kings,Bowling,2025,2025
LS Livingstone,2025-2025,Chennai Super Kings,Bowling,2025,2025
L Ngidi,2025-2025,Chennai Super Kings,Bowling,2025,2025
KH Pandya,2025-2025,Chennai Super Kings,Bowling,2025,2025
Rasikh Salam,2025-2025,Chennai Super Kings,Bowling,2025,2025
PD Salt,2025-2025,Chennai Super Kings,Bowling,2025,2025
JM Sharma,2025-2025,Chennai Super Kings,Bowling,2025,2025
R Shepherd,2025-2025,Chennai Super Kings,Bowling,2025,2025
Suyash Sharma,2025-2025,Chennai Super Kings,Bowling,2025,2025
N Thushara,2025-2025,Chennai Super Kings,Bowling,2025,2025
Mohammad Hafeez,2008-2008,Deccan Chargers,Batting,2008,2008
RT Ponting,2008-2008,Deccan Chargers,Batting,2008,2008
Salman Butt,2008-2008,Deccan Chargers,Batting,2008,2008
Shoaib Akhtar,2008-2008,Deccan Chargers,Batting,2008,2008
T Taibu,2008-2008,Deccan Chargers,Batting,2008,2008
Umar Gul,2008-2008,Deccan Chargers,Batting,2008,2008
Mohammad Hafeez,2008-2008,Deccan Chargers,Bowling,2008,2008
RT Ponting,2008-2008,Deccan Chargers,Bowling,2008,2008
Salman Butt,2008-2008,Deccan Chargers,Bowling,2008,2008
Shoaib Akhtar,2008-2008,Deccan Chargers,Bowling,2008,2008
T Taibu,2008-2008,Deccan Chargers,Bowling,2008,2008
Umar Gul,2008-2008,Deccan Chargers,Bowling,2008,2008
A Chopra,2008-2009,Deccan Chargers,Batting,2008,2009
A Chopra,2008-2009,Deccan Chargers,Bowling,2008,2009
AB Agarkar,2008-2010,Deccan Chargers,Batting,2008,2010
AB Dinda,2008-2010,Deccan Chargers,Batting,2008,2010
SC Ganguly,2008-2010,Deccan Chargers,Batting,2008,2010
BJ Hodge,2008-2010,Deccan Chargers,Batting,2008,2010
DJ Hussey,2008-2010,Deccan Chargers,Batting,2008,2010
M Kartik,2008-2010,Deccan Chargers,Batting,2008,2010
BAW Mendis,2008-2010,Deccan Chargers,Batting,2008,2010
WP Saha,2008-2010,Deccan Chargers,Batting,2008,2010
I Sharma,2008-2010,Deccan Chargers,Batting,2008,2010
AB Agarkar,2008-2010,Deccan Chargers,Bowling,2008,2010
AB Dinda,2008-2010,Deccan Chargers,Bowling,2008,2010
SC Ganguly,2008-2010,Deccan Chargers,Bowling,2008,2010
BJ Hodge,2008-2010,Deccan Chargers,Bowling,2008,2010
DJ Hussey,2008-2010,Deccan Chargers,Bowling,2008,2010
M Kartik,2008-2010,Deccan Chargers,Bowling,2008,2010
BAW Mendis,2008-2010,Deccan Chargers,Bowling,2008,2010
WP Saha,2008-2010,Deccan Chargers,Bowling,2008,2010
I Sharma,2008-2010,Deccan Chargers,Bowling,2008,2010
DB Das,2008-2013,Deccan Chargers,Batting,2008,2013
Iqbal Abdulla,2008-2013,Deccan Chargers,Batting,2008,2013
BB McCullum,2008-2013,Deccan Chargers,Batting,2008,2013
LR Shukla,2008-2013,Deccan Chargers,Batting,2008,2013
DB Das,2008-2013,Deccan Chargers,Bowling,2008,2013
Iqbal Abdulla,2008-2013,Deccan Chargers,Bowling,2008,2013
BB McCullum,2008-2013,Deccan Chargers,Bowling,2008,2013
LR Shukla,2008-2013,Deccan Chargers,Bowling,2008,2013
Anureet Singh,2009-2009,Deccan Chargers,Batting,2009,2009
SB Bangar,2009-2009,Deccan Chargers,Batting,2009,2009
AN Ghosh,2009-2009,Deccan Chargers,Batting,2009,2009
MC Henriques,2009-2009,Deccan Chargers,Batting,2009,2009
Mashrafe Mortaza,2009-2009,Deccan Chargers,Batting,2009,2009
SS Sarkar,2009-2009,Deccan Chargers,Batting,2009,2009
SS Shaikh,2009-2009,Deccan Chargers,Batting,2009,2009
MN van Wyk,2009-2009,Deccan Chargers,Batting,2009,2009
Yashpal Singh,2009-2009,Deccan Chargers,Batting,2009,2009
Anureet Singh,2009-2009,Deccan Chargers,Bowling,2009,2009
SB Bangar,2009-2009,Deccan Chargers,Bowling,2009,2009
AN Ghosh,2009-2009,Deccan Chargers,Bowling,2009,2009
MC Henriques,2009-2009,Deccan Chargers,Bowling,2009,2009
Mashrafe Mortaza,2009-2009,Deccan Chargers,Bowling,2009,2009
SS Sarkar,2009-2009,Deccan Chargers,Bowling,2009,2009
SS Shaikh,2009-2009,Deccan Chargers,Bowling,2009,2009
MN van Wyk,2009-2009,Deccan Chargers,Bowling,2009,2009
Yashpal Singh,2009-2009,Deccan Chargers,Bowling,2009,2009
CH Gayle,2009-2010,Deccan Chargers,Batting,2009,2010
CK Langeveldt,2009-2010,Deccan Chargers,Batting,2009,2010
