Player,Span,Team,Country,SR,Bowling Style
Kartik Tyagi,2020-2021,Mumbai Indians,Rajasthan Royals,81.2,Medium
H Klaasen,2018-2018,Mumbai Indians,South Africa,155.2,None
T Kohler-Cadmore,2024-2024,Mumbai Indians,Sydney Thunder,141.3,Offbreak
T Kohli,2008-2008,Mumbai Indians,Rajasthan Royals,111.1,Medium
TK Kotian,2024-2024,Mumbai Indians,Rajasthan Royals,101.5,Offbreak
DS Kulkarni,2014-2019,Mumbai Indians,India,92.5,Medium
B Laughlin,2018-2018,Mumbai Indians,Australia,86.4,Medium
DS Lehmann,2008-2008,Mumbai Indians,Rajasthan Royals,100.0,Orthodox
E Lewis,2021-2021,Mumbai Indians,West Indies,143.8,
LS Livingstone,2019-2021,Mumbai Indians,England,144.4,Legbreak
MK Lomror,2018-2021,Mumbai Indians,Rajasthan Royals,139.4,Orthodox
MJ Lumb,2010-2010,Mumbai Indians,England,135.4,Medium
OC McCoy,2022-2023,Mumbai Indians,West Indies,100.5,Medium
KA Maharaj,2024-2024,Mumbai Indians,South Africa,92.6,Orthodox
VS Malik,2013-2014,Mumbai Indians,Rajasthan Royals,100.0,Medium
A Madhwal,2025-2025,Mumbai Indians,Mumbai Indians,57.1,Medium
KT Maphaka,2025-2025,Mumbai Indians,South Africa,94.4,Medium
M Markande,2021-2021,Mumbai Indians,India,105.9,Legbreak
DR Martyn,2010-2010,Mumbai Indians,Australia,140.0,Medium
AD Mascarenhas,2008-2010,Mumbai Indians,England,108.2,Medium
AL Menaria,2011-2013,Mumbai Indians,Rajasthan Royals,117.9,Orthodox
S Midhun,2019-2019,Mumbai Indians,Rajasthan Royals,,Legbreak
DA Miller,2020-2021,Mumbai Indians,South Africa,137.5,Offbreak
DJ Mitchell,2022-2022,Mumbai Indians,New Zealand,138.2,Medium
M Morkel,2009-2010,Mumbai Indians,South Africa,117.0,Fast
CH Morris,2015-2021,Mumbai Indians,South Africa,146.3,Medium
Mustafizur Rahman,2021-2021,Mumbai Indians,Bangladesh,71.4,Medium
KK Nair,2014-2022,Mumbai Indians,Royal Challengers Bangalore,133.4,Offbreak
S Narwal,2010-2010,Mumbai Indians,Rajasthan Royals,137.0,Medium
AM Nayar,2014-2014,Mumbai Indians,Mumbai Indians,116.5,Medium
JDS Neesham,2022-2022,Mumbai Indians,New Zealand,140.9,Medium
NV Ojha,2009-2010,Mumbai Indians,India,116.4,
JDP Oram,2011-2011,Mumbai Indians,New Zealand,125.4,Medium
D Padikkal,2022-2023,Mumbai Indians,India,124.4,Offbreak
Pankaj Singh,2008-2012,Mumbai Indians,Rajasthan Royals,58.3,Medium
R Parag,2019-2025,Mumbai Indians,India,143.7,Legbreak
MM Patel,2008-2010,Mumbai Indians,India,80.0,Medium
NK Patel,2008-2009,Mumbai Indians,United States of America,104.3,
YK Pathan,2008-2010,Mumbai Indians,India,140.9,Offbreak
AG Paunikar,2010-2011,Mumbai Indians,Rajasthan Royals,84.5,
MDKJ Perera,2013-2013,Mumbai Indians,Sri Lanka,137.4,
GD Phillips,2021-2021,Mumbai Indians,New Zealand,140.0,Offbreak
R Powell,2024-2024,Mumbai Indians,West Indies,141.4,Medium
M Prasidh Krishna,2022-2022,Mumbai Indians,India,34.5,Medium
LG Pretorius,2025-2025,Mumbai Indians,South Africa,152.1,
RJ Quiney,2009-2009,Mumbai Indians,Melbourne Stars,123.1,Medium
AM Rahane,2011-2019,Mumbai Indians,India,125.0,Medium
AS Rajpoot,2020-2020,Mumbai Indians,Chennai Super Kings,63.4,Medium
N Rana,2025-2025,Mumbai Indians,India,136.2,Offbreak
KS Rathore,2025-2025,Mumbai Indians,Rajasthan Royals,148.6,
AS Raut,2009-2011,Mumbai Indians,Rajasthan Royals,119.2,Legbreak
M Rawat,2008-2009,Mumbai Indians,Rajasthan Royals,79.7,
KW Richardson,2014-2014,Mumbai Indians,Australia,111.9,Medium
JE Root,2023-2023,Mumbai Indians,England,130.9,Offbreak
Sachin Baby,2013-2013,Mumbai Indians,Rajasthan Royals,130.0,Offbreak
NA Saini,2022-2023,Mumbai Indians,India,91.2,Fast
C Sakariya,2021-2021,Mumbai Indians,India,62.5,Medium
D Salunkhe,2008-2008,Mumbai Indians,Rajasthan Royals,137.5,Legbreak
SV Samson,2013-2025,Mumbai Indians,India,140.3,
Sandeep Sharma,2023-2025,Mumbai Indians,India,79.5,Medium
KR Sen,2022-2024,Mumbai Indians,Rajasthan Royals,0.0,Medium
OA Shah,2012-2013,Mumbai Indians,England,121.5,Offbreak
PR Shah,2011-2011,Mumbai Indians,Mumbai Indians,101.1,
T Shamsi,2021-2021,Mumbai Indians,South Africa,51.5,Chinaman
DJM Short,2018-2018,Mumbai Indians,Australia,130.5,Chinaman
R Shukla,2013-2013,Mumbai Indians,Rajasthan Royals,80.8,Medium
A Singh,2009-2012,Mumbai Indians,Rajasthan Royals,20.0,Orthodox
GC Smith,2008-2010,Mumbai Indians,South Africa,119.3,Offbreak
SPD Smith,2014-2020,Mumbai Indians,Australia,130.6,Legbreak
IS Sodhi,2018-2019,Mumbai Indians,New Zealand,106.3,Legbreak
Sohail Tanvir,2008-2008,Mumbai Indians,Pakistan,115.3,Medium
TG Southee,2014-2015,Mumbai Indians,New Zealand,131.5,Medium
BB Sran,2015-2015,Mumbai Indians,India,71.4,Medium
S Sreesanth,2013-2013,Mumbai Indians,India,78.3,Medium
BA Stokes,2018-2021,Mumbai Indians,England,136.4,Medium
V Suryavanshi,2025-2025,Mumbai Indians,Rajasthan Royals,206.6,
SW Tait,2010-2013,Mumbai Indians,Australia,75.3,Fast
PV Tambe,2013-2015,Mumbai Indians,Rajasthan Royals,46.2,Legbreak
LRPL Taylor,2011-2011,Mumbai Indians,New Zealand,121.3,Offbreak
R Tewatia,2014-2021,Mumbai Indians,Rajasthan Royals,137.3,Legbreak
M Theekshana,2025-2025,Mumbai Indians,Sri Lanka,67.9,Offbreak
J Theron,2015-2015,Mumbai Indians,South Africa,119.4,Medium
O Thomas,2019-2019,Mumbai Indians,West Indies,69.1,Fast
RA Tripathi,2018-2019,Mumbai Indians,India,139.0,Medium
SK Trivedi,2008-2013,Mumbai Indians,Rajasthan Royals,71.2,Medium
AJ Turner,2019-2019,Mumbai Indians,Australia,140.6,Offbreak
AJ Tye,2020-2020,Mumbai Indians,Australia,128.1,Medium
JD Unadkat,2018-2021,Mumbai Indians,India,117.9,Medium
A Uniyal,2010-2010,Mumbai Indians,Rajasthan Royals,57.1,Medium
RV Uthappa,2020-2020,Mumbai Indians,India,130.5,Medium
PC Valthaty,2009-2009,Mumbai Indians,Rajasthan Royals,120.8,Medium
HE van der Dussen,2022-2022,Mumbai Indians,South Africa,130.3,Legbreak
AC Voges,2010-2010,Mumbai Indians,Australia,120.7,Orthodox
M Vohra,2021-2021,Mumbai Indians,Kings XI Punjab,131.1,Medium
SB Wagh,2010-2010,Mumbai Indians,Mexico,80.8,Medium
SK Warne,2008-2011,Mumbai Indians,Melbourne Stars,92.5,Legbreak
SR Watson,2008-2015,Mumbai Indians,Australia,138.3,Medium
K Yadav,2021-2023,Mumbai Indians,Rajasthan Royals,0.0,Medium
DH Yagnik,2011-2014,Mumbai Indians,Rajasthan Royals,123.1,
Younis Khan,2008-2008,Mumbai Indians,Pakistan,119.9,Medium
Yudhvir Singh,2025-2025,Mumbai Indians,Lucknow Super Giants,160.6,Medium
A Zampa,2023-2023,Mumbai Indians,Australia,86.5,Legbreak
B Akhil,2011-2011,Pune Warriors,Royal Challengers Bangalore,138.2,Medium
Y Gnaneswara Rao,2011-2011,Pune Warriors,Kochi Tuskers Kerala,111.8,Medium
RV Gomez,2011-2011,Pune Warriors,Kochi Tuskers Kerala,98.0,Medium
BJ Hodge,2011-2011,Pune Warriors,Australia,130.3,Offbreak
RA Jadeja,2011-2011,Pune Warriors,India,130.6,Orthodox
KM Jadhav,2011-2011,Pune Warriors,India,122.2,Offbreak
DPMD Jayawardene,2011-2011,Pune Warriors,Sri Lanka,126.7,Medium
M Klinger,2011-2011,Pune Warriors,Australia,122.6,
VVS Laxman,2011-2011,Pune Warriors,Deccan Chargers,107.8,Offbreak
BB McCullum,2011-2011,Pune Warriors,New Zealand,135.1,Medium
M Muralidaran,2011-2011,Pune Warriors,,0,Offbreak
P Parameswaran,2011-2011,Pune Warriors,Kochi Tuskers Kerala,50.0,Medium
PA Patel,2011-2011,Pune Warriors,India,120.5,
NLTC Perera,2011-2011,Pune Warriors,Sri Lanka,152.1,Medium
RR Powar,2011-2011,Pune Warriors,Kings XI Punjab,104.7,Offbreak
P Prasanth,2011-2011,Pune Warriors,Kochi Tuskers Kerala,,Orthodox
OA Shah,2011-2011,Pune Warriors,England,121.5,Offbreak
RP Singh,2011-2011,Pune Warriors,India,83.0,Medium
S Sreesanth,2011-2011,Pune Warriors,India,78.3,Medium
R Vinay Kumar,2011-2011,Pune Warriors,India,112.0,Medium
AN Ahmed,2010-2013,Rajasthan Royals,Mumbai Indians,126.7,Medium
FA Allen,2022-2022,Rajasthan Royals,West Indies,141.5,Orthodox
CJ Anderson,2014-2015,Rajasthan Royals,New Zealand,131.0,Medium
Anmolpreet Singh,2021-2022,Rajasthan Royals,Mumbai Indians,150.7,Offbreak
JC Archer,2023-2023,Rajasthan Royals,England,138.3,Fast
Arshad Khan,2023-2023,Rajasthan Royals,Mumbai Indians,128.4,Medium
Ashwani Kumar,2025-2025,Rajasthan Royals,Mumbai Indians,,Medium
M Ashwin,2022-2022,Rajasthan Royals,Rising Pune Supergiants,106.0,Legbreak
JM Bairstow,2025-2025,Rajasthan Royals,England,141.8,
Basil Thampi,2022-2022,Rajasthan Royals,Gujarat Lions,91.4,Medium
RA Bawa,2025-2025,Rajasthan Royals,Punjab Kings,134.2,Medium
JP Behrendorff,2019-2023,Rajasthan Royals,Australia,103.5,Medium
STR Binny,2010-2010,Rajasthan Royals,India,130.9,Medium
AC Blizzard,2011-2012,Rajasthan Royals,Adelaide Strikers,123.6,Medium
C Bosch,2025-2025,Rajasthan Royals,South Africa,111.4,Medium
TA Boult,2020-2025,Rajasthan Royals,New Zealand,116.7,Medium
DJ Bravo,2008-2010,Rajasthan Royals,West Indies,126.3,Medium
D Brevis,2022-2024,Rajasthan Royals,South Africa,154.9,Legbreak
JJ Bumrah,2013-2025,Rajasthan Royals,India,81.7,Fast
JC Buttler,2016-2017,Rajasthan Royals,England,147.0,
YS Chahal,2013-2013,Rajasthan Royals,India,45.7,Legbreak
DL Chahar,2025-2025,Rajasthan Royals,India,145.9,Medium
RD Chahar,2019-2021,Rajasthan Royals,India,102.7,Legbreak
UBT Chand,2015-2016,Rajasthan Royals,Melbourne Renegades,109.3,Offbreak
PP Chawla,2021-2024,Rajasthan Royals,India,113.3,Legbreak
SD Chitnis,2008-2008,Rajasthan Royals,Mumbai Indians,111.2,Offbreak
G Coetzee,2024-2024,Rajasthan Royals,South Africa,101.5,Fast
NM Coulter-Nile,2013-2021,Rajasthan Royals,Australia,132.2,Fast
BCJ Cutting,2018-2019,Rajasthan Royals,Australia,145.6,Medium
A Dananjaya,2018-2018,Rajasthan Royals,Sri Lanka,77.2,Offbreak
TH David,2022-2024,Rajasthan Royals,Singapore,161.9,Offbreak
Q de Kock,2019-2021,Rajasthan Royals,South Africa,137.7,
M de Lange,2014-2015,Rajasthan Royals,South Africa,129.8,Fast
R Dhawan,2013-2013,Rajasthan Royals,India,118.1,Medium
S Dhawan,2009-2010,Rajasthan Royals,India,126.8,Offbreak
JP Duminy,2009-2018,Rajasthan Royals,South Africa,123.5,Offbreak
BR Dunk,2014-2014,Rajasthan Royals,Australia,128.9,
CRD Fernando,2008-2010,Rajasthan Royals,Sri Lanka,96.7,Medium
AJ Finch,2015-2015,Rajasthan Royals,Australia,138.1,Orthodox
JEC Franklin,2011-2012,Rajasthan Royals,New Zealand,117.8,Medium
CM Gautam,2014-2014,Rajasthan Royals,Delhi Daredevils,112.7,
HH Gibbs,2012-2012,Rajasthan Royals,South Africa,118.1,
RJ Gleeson,2025-2025,Rajasthan Royals,England,70.8,Medium
S Gopal,2014-2024,Rajasthan Royals,Mumbai Indians,111.9,Legbreak
R Goyal,2023-2023,Rajasthan Royals,Mumbai Indians,,Orthodox
C Green,2023-2023,Rajasthan Royals,Australia,151.1,Medium
MJ Guptill,2016-2016,Rajasthan Royals,New Zealand,130.7,Offbreak
Harbhajan Singh,2008-2017,Rajasthan Royals,India,136.2,Offbreak
MEK Hussey,2014-2014,Rajasthan Royals,Australia,125.6,Medium
Ishan Kishan,2018-2024,Rajasthan Royals,India,134.6,
WG Jacks,2025-2025,Rajasthan Royals,England,155.6,Offbreak
DJ Jacobs,2011-2012,Rajasthan Royals,Warriors,122.2,Medium
D Jansen,2023-2023,Rajasthan Royals,Isle of Man,101.2,Medium
M Jansen,2021-2021,Rajasthan Royals,South Africa,136.9,Fast
ST Jayasuriya,2008-2010,Rajasthan Royals,Sri Lanka,135.5,Orthodox
MG Johnson,2013-2017,Rajasthan Royals,Australia,105.0,Fast
CJ Jordan,2023-2023,Rajasthan Royals,England,134.2,Medium
AS Joseph,2019-2019,Rajasthan Royals,West Indies,107.1,Medium
A Kamboj,2024-2024,Rajasthan Royals,Mumbai Indians,96.2,Medium
KD Karthik,2012-2013,Rajasthan Royals,India,136.8,
K Kartikeya,2022-2023,Rajasthan Royals,Mumbai Indians,68.4,Orthodox
Z Khan,2009-2014,Rajasthan Royals,India,85.5,Medium
MA Khote,2008-2008,Rajasthan Royals,Mumbai Indians,109.1,Medium
DS Kulkarni,2008-2021,Rajasthan Royals,India,92.5,Medium
P Kumar,2014-2014,Rajasthan Royals,India,108.4,Medium
SD Lad,2019-2019,Rajasthan Royals,Mumbai Indians,88.5,Offbreak
RE Levi,2012-2012,Rajasthan Royals,South Africa,143.0,Medium
E Lewis,2018-2019,Rajasthan Royals,West Indies,143.8,
CA Lynn,2021-2021,Rajasthan Royals,Australia,143.8,Orthodox
MJ McClenaghan,2015-2019,Rajasthan Royals,New Zealand,111.4,Medium
CJ McKay,2012-2012,Rajasthan Royals,Australia,101.0,Medium
R McLaren,2010-2010,Rajasthan Royals,South Africa,116.2,Medium
C Madan,2010-2010,Rajasthan Royals,Mumbai Indians,78.9,
SL Malinga,2009-2019,Rajasthan Royals,Sri Lanka,102.1,Fast
A Madhwal,2023-2024,Rajasthan Royals,Mumbai Indians,57.1,Medium
KT Maphaka,2024-2024,Rajasthan Royals,South Africa,94.4,Medium
M Markande,2018-2022,Rajasthan Royals,India,105.9,Legbreak
GJ Maxwell,2013-2013,Rajasthan Royals,Australia,154.9,Offbreak
RP Meredith,2022-2023,Rajasthan Royals,Australia,98.2,Medium
TS Mills,2022-2022,Rajasthan Royals,England,105.9,Fast
AF Milne,2021-2021,Rajasthan Royals,New Zealand,112.8,Fast
R Minz,2025-2025,Rajasthan Royals,Mumbai Indians,40.0,Orthodox
Mohammad Ashraful,2009-2009,Rajasthan Royals,Bangladesh,115.8,Offbreak
Mohammad Nabi,2024-2024,Rajasthan Royals,Afghanistan,134.0,Offbreak
Mujeeb Ur Rahman,2025-2025,Rajasthan Royals,Afghanistan,104.2,Offbreak
SZ Mulani,2024-2024,Rajasthan Royals,Mumbai Indians,130.8,Orthodox
AG Murtaza,2010-2011,Rajasthan Royals,Mumbai Indians,71.4,Orthodox
Mustafizur Rahman,2018-2018,Rajasthan Royals,Bangladesh,71.4,Medium
Naman Dhir,2024-2025,Rajasthan Royals,Mumbai Indians,175.9,Offbreak
C Nanda,2009-2009,Rajasthan Royals,Mumbai Indians,0.0,Legbreak
GR Napier,2009-2009,Rajasthan Royals,Mumbai Indians,159.9,Medium
AM Nayar,2008-2010,Rajasthan Royals,Mumbai Indians,116.5,Medium
JDS Neesham,2021-2021,Rajasthan Royals,New Zealand,140.9,Medium
A Nehra,2008-2008,Rajasthan Royals,India,68.3,Medium
A Nel,2008-2008,Rajasthan Royals,South Africa,0.0,Medium
PP Ojha,2012-2015,Rajasthan Royals,India,52.8,Orthodox
JDP Oram,2013-2013,Rajasthan Royals,New Zealand,125.4,Medium
MK Pandey,2008-2008,Rajasthan Royals,India,122.0,Offbreak
HH Pandya,2015-2025,Rajasthan Royals,India,144.1,Medium
KH Pandya,2016-2021,Rajasthan Royals,India,131.1,Orthodox
MM Patel,2011-2013,Rajasthan Royals,India,80.0,Medium
PA Patel,2015-2017,Rajasthan Royals,India,120.5,
JL Pattinson,2020-2020,Rajasthan Royals,Australia,110.3,Medium
RV Pawar,2008-2008,Rajasthan Royals,,0,
NLTC Perera,2012-2012,Rajasthan Royals,Sri Lanka,152.1,Medium
RJ Peterson,2012-2012,Rajasthan Royals,South Africa,109.1,Orthodox
KA Pollard,2010-2022,Rajasthan Royals,West Indies,149.9,Medium
SM Pollock,2008-2008,Rajasthan Royals,South Africa,128.0,Medium
RT Ponting,2013-2013,Rajasthan Royals,Australia,111.3,Medium
RW Price,2011-2011,Rajasthan Royals,Zimbabwe,53.6,Orthodox
V Puthur,2025-2025,Rajasthan Royals,Mumbai Indians,,
AM Rahane,2008-2009,Rajasthan Royals,India,125.0,Medium
RR Raje,2008-2009,Rajasthan Royals,Mumbai Indians,111.1,Medium
PVSN Raju,2025-2025,Rajasthan Royals,Mumbai Indians,100.0,Medium
Ramandeep Singh,2022-2022,Rajasthan Royals,India,168.0,Medium
N Rana,2016-2017,Rajasthan Royals,India,136.2,Offbreak
Rasikh Salam,2019-2019,Rajasthan Royals,Mumbai Indians,95.7,Medium
AT Rayudu,2010-2017,Rajasthan Royals,India,124.7,Offbreak
RD Rickelton,2025-2025,Rajasthan Royals,South Africa,146.7,
L Ronchi,2008-2009,Rajasthan Royals,Australia,156.8,
AS Roy,2019-2019,Rajasthan Royals,Mumbai Indians,152.7,Orthodox
DR Sams,2022-2022,Rajasthan Royals,Australia,151.6,Medium
PJ Sangwan,2018-2018,Rajasthan Royals,Delhi Daredevils,64.4,Medium
R Sanjay Yadav,2022-2022,Rajasthan Royals,Mumbai Indians,143.1,Orthodox
MJ Santner,2025-2025,Rajasthan Royals,New Zealand,129.7,Orthodox
K Santokie,2014-2014,Rajasthan Royals,West Indies,95.5,Medium
R Sathish,2010-2011,Rajasthan Royals,Mumbai Indians,141.9,Medium
PR Shah,2008-2009,Rajasthan Royals,Mumbai Indians,101.1,
RA Shaikh,2009-2009,Rajasthan Royals,Mumbai Indians,,Medium
KV Sharma,2017-2025,Rajasthan Royals,India,126.1,Legbreak
RG Sharma,2011-2025,Rajasthan Royals,India,135.0,Offbreak
R Shepherd,2024-2024,Rajasthan Royals,West Indies,155.5,Medium
HR Shokeen,2022-2023,Rajasthan Royals,Mumbai Indians,101.5,Offbreak
R Shukla,2012-2012,Rajasthan Royals,Rajasthan Royals,80.8,Medium
LMP Simmons,2014-2017,Rajasthan Royals,West Indies,120.2,Medium
RP Singh,2012-2012,Rajasthan Royals,India,83.0,Medium
DR Smith,2008-2013,Rajasthan Royals,West Indies,126.3,Medium
TG Southee,2016-2017,Rajasthan Royals,New Zealand,131.5,Medium
BB Sran,2019-2019,Rajasthan Royals,India,71.4,Medium
T Stubbs,2022-2023,Rajasthan Royals,South Africa,144.2,Offbreak
J Suchith,2015-2016,Rajasthan Royals,Mumbai Indians,124.4,Orthodox
TL Suman,2011-2012,Rajasthan Royals,Deccan Chargers,115.5,Offbreak
P Suyal,2013-2015,Rajasthan Royals,Mumbai Indians,,Medium
A Symonds,2011-2011,Rajasthan Royals,Australia,135.6,Medium
YV Takawale,2008-2009,Rajasthan Royals,Mumbai Indians,107.9,
AP Tare,2010-2015,Rajasthan Royals,Mumbai Indians,123.5,
AS Tendulkar,2023-2024,Rajasthan Royals,Mumbai Indians,86.8,Medium
SR Tendulkar,2008-2013,Rajasthan Royals,India,118.4,Offbreak
DJ Thornely,2008-2008,Rajasthan Royals,Sydney Sixers,107.8,Medium
N Thushara,2024-2024,Rajasthan Royals,Sri Lanka,65.1,Medium
NT Tilak Varma,2022-2025,Rajasthan Royals,India,144.7,Offbreak
SS Tiwary,2008-2021,Rajasthan Royals,Mumbai Indians,120.5,
RJW Topley,2025-2025,Rajasthan Royals,England,96.2,Medium
JD Unadkat,2022-2022,Rajasthan Royals,India,117.9,Medium
RV Uthappa,2008-2008,Rajasthan Royals,India,130.5,Medium
R Vinay Kumar,2015-2017,Rajasthan Royals,India,112.0,Medium
Vishnu Vinod,2023-2023,Rajasthan Royals,Royal Challengers Bangalore,145.8,
N Wadhera,2023-2024,Rajasthan Royals,Mumbai Indians,145.5,Legbreak
L Wood,2024-2024,Rajasthan Royals,England,115.8,Medium
J Yadav,2019-2021,Rajasthan Royals,Delhi Daredevils,104.9,Offbreak
SA Yadav,2012-2025,Rajasthan Royals,India,153.9,Medium
VS Yeligati,2008-2008,Rajasthan Royals,Mumbai Indians,100.0,Offbreak
Yuvraj Singh,2019-2019,Rajasthan Royals,India,131.5,Orthodox
MA Agarwal,2017-2017,Rising Pune Supergiants,Royal Challengers Bangalore,132.8,
Ankit Sharma,2016-2017,Rising Pune Supergiants,Deccan Chargers,113.1,Orthodox
M Ashwin,2016-2016,Rising Pune Supergiants,Rising Pune Supergiants,106.0,Legbreak
R Ashwin,2016-2016,Rising Pune Supergiants,India,129.8,Offbreak
GJ Bailey,2016-2016,Rising Pune Supergiants,Australia,129.5,Medium
R Bhatia,2016-2017,Rising Pune Supergiants,Delhi Daredevils,113.3,Medium
SM Boland,2016-2016,Rising Pune Supergiants,Australia,87.7,Medium
DL Chahar,2016-2017,Rising Pune Supergiants,India,145.9,Medium
RD Chahar,2017-2017,Rising Pune Supergiants,India,102.7,Legbreak
DT Christian,2017-2017,Rising Pune Supergiants,Australia,137.9,Medium
MS Dhoni,2016-2017,Rising Pune Supergiants,India,135.0,Medium
AB Dinda,2016-2017,Rising Pune Supergiants,India,66.2,Medium
F du Plessis,2016-2017,Rising Pune Supergiants,South Africa,139.2,Legbreak
LH Ferguson,2017-2017,Rising Pune Supergiants,New Zealand,116.2,Fast
PSP Handscomb,2016-2016,Rising Pune Supergiants,Australia,117.2,
Imran Tahir,2017-2017,Rising Pune Supergiants,South Africa,101.3,Legbreak
UT Khawaja,2016-2016,Rising Pune Supergiants,Australia,133.2,Offbreak
MR Marsh,2016-2016,Rising Pune Supergiants,Australia,136.5,Medium
JA Morkel,2016-2016,Rising Pune Supergiants,South Africa,139.2,Medium
IK Pathan,2016-2016,Rising Pune Supergiants,India,117.8,Medium
NLTC Perera,2016-2016,Rising Pune Supergiants,Sri Lanka,152.1,Medium
KP Pietersen,2016-2016,Rising Pune Supergiants,England,134.9,Offbreak
AM Rahane,2016-2017,Rising Pune Supergiants,India,125.0,Medium
I Sharma,2016-2016,Rising Pune Supergiants,India,83.3,Medium
RP Singh,2016-2016,Rising Pune Supergiants,India,83.0,Medium
SPD Smith,2016-2017,Rising Pune Supergiants,Australia,130.6,Legbreak
BA Stokes,2017-2017,Rising Pune Supergiants,England,136.4,Medium
SN Thakur,2017-2017,Rising Pune Supergiants,India,145.4,Medium
MK Tiwary,2017-2017,Rising Pune Supergiants,India,114.9,Legbreak
SS Tiwary,2016-2016,Rising Pune Supergiants,Mumbai Indians,120.5,
RA Tripathi,2017-2017,Rising Pune Supergiants,India,139.0,Medium
JD Unadkat,2017-2017,Rising Pune Supergiants,India,117.9,Medium
Washington Sundar,2017-2017,Rising Pune Supergiants,India,128.9,Offbreak
A Zampa,2016-2017,Rising Pune Supergiants,Australia,86.5,Legbreak
Anand Rajan,2011-2012,Royal Challengers Bangalore,Deccan Chargers,,Medium
Anirudh Singh,2010-2010,Royal Challengers Bangalore,Deccan Chargers,95.5,Medium
Ankit Sharma,2012-2012,Royal Challengers Bangalore,Deccan Chargers,113.1,Orthodox
A Ashish Reddy,2012-2012,Royal Challengers Bangalore,Sunrisers Hyderabad,142.9,Medium
SB Bangar,2008-2008,Royal Challengers Bangalore,Deccan Chargers,84.5,Medium
AA Bilakhia,2009-2010,Royal Challengers Bangalore,Deccan Chargers,81.2,Medium
B Chipli,2011-2012,Royal Challengers Bangalore,Royal Challengers Bangalore,111.6,Medium
DT Christian,2011-2012,Royal Challengers Bangalore,Australia,137.9,Medium
H Das,2008-2008,Royal Challengers Bangalore,Deccan Chargers,40.0,
KH Devdhar,2011-2011,Royal Challengers Bangalore,Baroda,124.2,
S Dhawan,2011-2012,Royal Challengers Bangalore,India,126.8,Offbreak
JP Duminy,2011-2012,Royal Challengers Bangalore,South Africa,123.5,Offbreak
FH Edwards,2009-2009,Royal Challengers Bangalore,West Indies,94.9,Fast
HH Gibbs,2008-2010,Royal Challengers Bangalore,South Africa,118.1,
AC Gilchrist,2008-2010,Royal Challengers Bangalore,Australia,139.2,Offbreak
MS Gony,2011-2012,Royal Challengers Bangalore,Chennai Super Kings,139.4,Medium
Harmeet Singh,2009-2011,Royal Challengers Bangalore,United States of America,122.9,Medium
DJ Harris,2012-2012,Royal Challengers Bangalore,Adelaide Strikers,113.9,Medium
RJ Harris,2009-2010,Royal Challengers Bangalore,Australia,107.4,Fast
IR Jaggi,2011-2012,Royal Challengers Bangalore,Deccan Chargers,93.5,Legbreak
Jaskaran Singh,2009-2010,Royal Challengers Bangalore,Canada,166.2,Medium
AA Jhunjhunwala,2012-2012,Royal Challengers Bangalore,Rajasthan Royals,103.3,Offbreak
D Kalyankrishna,2008-2008,Royal Challengers Bangalore,Deccan Chargers,37.5,Medium
VVS Laxman,2008-2010,Royal Challengers Bangalore,Deccan Chargers,107.8,Offbreak
MJ Lumb,2011-2011,Royal Challengers Bangalore,England,135.4,Medium
CA Lynn,2012-2012,Royal Challengers Bangalore,Australia,143.8,Orthodox
I Malhotra,2011-2011,Royal Challengers Bangalore,Deccan Chargers,175.0,Medium
MR Marsh,2010-2010,Royal Challengers Bangalore,Australia,136.5,Medium
A Mishra,2011-2012,Royal Challengers Bangalore,India,89.7,Legbreak
MD Mishra,2010-2010,Royal Challengers Bangalore,Deccan Chargers,113.9,Offbreak
T Mishra,2012-2012,Royal Challengers Bangalore,Kenya,86.3,Medium
PP Ojha,2008-2011,Royal Challengers Bangalore,India,52.8,Orthodox
PA Patel,2012-2012,Royal Challengers Bangalore,India,120.5,
V Pratap Singh,2012-2012,Royal Challengers Bangalore,Deccan Chargers,0.0,Medium
DB Ravi Teja,2008-2012,Royal Challengers Bangalore,Deccan Chargers,118.3,Legbreak
PA Reddy,2012-2012,Royal Challengers Bangalore,Deccan Chargers,102.5,Legbreak
KAJ Roach,2010-2010,Royal Challengers Bangalore,West Indies,113.5,Fast
BB Samantray,2012-2012,Royal Challengers Bangalore,Sunrisers Hyderabad,97.2,
KC Sangakkara,2011-2012,Royal Challengers Bangalore,Sri Lanka,124.8,Offbreak
PM Sarvesh Kumar,2008-2008,Royal Challengers Bangalore,Deccan Chargers,50.0,Medium
Shahid Afridi,2008-2008,Royal Challengers Bangalore,Pakistan,152.3,Legbreak
I Sharma,2011-2011,Royal Challengers Bangalore,India,83.3,Medium
R Sharma,2010-2010,Royal Challengers Bangalore,India,115.6,Legbreak
RG Sharma,2008-2010,Royal Challengers Bangalore,India,135.0,Offbreak
Shoaib Ahmed,2009-2009,Royal Challengers Bangalore,Cyprus,101.1,Medium
LPC Silva,2008-2008,Royal Challengers Bangalore,Sri Lanka,105.6,Legbreak
RP Singh,2008-2010,Royal Challengers Bangalore,India,83.0,Medium
DR Smith,2009-2010,Royal Challengers Bangalore,West Indies,126.3,Medium
S Sohal,2011-2011,Royal Challengers Bangalore,United States of America,122.5,Legbreak
DW Steyn,2011-2012,Royal Challengers Bangalore,South Africa,107.1,Fast
SB Styris,2008-2009,Royal Challengers Bangalore,New Zealand,118.9,Medium
TP Sudhindra,2012-2012,Royal Challengers Bangalore,Deccan Chargers,,Fast
