Player,Span,Team,Record Type
L Ngidi,2018-2021,Kings XI Punjab,Bowling
Noor Ahmad,2025-2025,Kings XI Punjab,Bowling
M Ntini,2008-2008,Kings XI Punjab,Bowling
JDP Oram,2008-2009,Kings XI Punjab,Bowling
J Overton,2025-2025,Kings XI Punjab,Bowling
IC Pandey,2014-2015,Kings XI Punjab,Bowling
PA Patel,2008-2010,Kings XI Punjab,Bowling
UM Patel,2025-2025,Kings XI Punjab,Bowling
M Pathirana,2022-2025,Kings XI Punjab,Bowling
NLTC Perera,2010-2010,Kings XI Punjab,Bowling
D Pretorius,2022-2023,Kings XI Punjab,Bowling
AM Rahane,2023-2024,Kings XI Punjab,Bowling
SK Raina,2008-2021,Kings XI Punjab,Bowling
AS Rajpoot,2013-2013,Kings XI Punjab,Bowling
SK Rasheed,2025-2025,Kings XI Punjab,Bowling
R Ravindra,2024-2025,Kings XI Punjab,Bowling
AT Rayudu,2018-2023,Kings XI Punjab,Bowling
WP Saha,2011-2013,Kings XI Punjab,Bowling
Sameer Rizvi,2024-2024,Kings XI Punjab,Bowling
MJ Santner,2019-2024,Kings XI Punjab,Bowling
V Shankar,2014-2025,Kings XI Punjab,Bowling
KV Sharma,2018-2020,Kings XI Punjab,Bowling
MM Sharma,2013-2019,Kings XI Punjab,Bowling
DR Shorey,2018-2019,Kings XI Punjab,Bowling
Simarjeet Singh,2022-2024,Kings XI Punjab,Bowling
DR Smith,2014-2015,Kings XI Punjab,Bowling
PH Solanki,2022-2022,Kings XI Punjab,Bowling
TG Southee,2011-2011,Kings XI Punjab,Bowling
BA Stokes,2023-2023,Kings XI Punjab,Bowling
SB Styris,2011-2011,Kings XI Punjab,Bowling
SN Thakur,2018-2024,Kings XI Punjab,Bowling
M Theekshana,2022-2024,Kings XI Punjab,Bowling
T Thushara,2009-2010,Kings XI Punjab,Bowling
RA Tripathi,2025-2025,Kings XI Punjab,Bowling
S Tyagi,2009-2010,Kings XI Punjab,Bowling
RV Uthappa,2021-2022,Kings XI Punjab,Bowling
S Vidyut,2008-2008,Kings XI Punjab,Bowling
M Vijay,2009-2020,Kings XI Punjab,Bowling
SR Watson,2018-2020,Kings XI Punjab,Bowling
DJ Willey,2018-2018,Kings XI Punjab,Bowling
MA Wood,2018-2018,Kings XI Punjab,Bowling
UA Birla,2013-2013,Kochi Tuskers Kerala,Batting
MJ Clarke,2012-2012,Kochi Tuskers Kerala,Batting
AB Dinda,2012-2013,Kochi Tuskers Kerala,Batting
JP Faulkner,2011-2011,Kochi Tuskers Kerala,Batting
CJ Ferguson,2011-2012,Kochi Tuskers Kerala,Batting
AJ Finch,2013-2013,Kochi Tuskers Kerala,Batting
SC Ganguly,2011-2012,Kochi Tuskers Kerala,Batting
RV Gomez,2013-2013,Kochi Tuskers Kerala,Batting
Harpreet Singh,2011-2012,Kochi Tuskers Kerala,Batting
AA Jhunjhunwala,2011-2011,Kochi Tuskers Kerala,Batting
Kamran Khan,2011-2011,Kochi Tuskers Kerala,Batting
M Kartik,2011-2012,Kochi Tuskers Kerala,Batting
B Kumar,2011-2013,Kochi Tuskers Kerala,Batting
NL McCullum,2011-2011,Kochi Tuskers Kerala,Batting
AP Majumdar,2012-2012,Kochi Tuskers Kerala,Batting
M Manhas,2011-2013,Kochi Tuskers Kerala,Batting
MR Marsh,2011-2013,Kochi Tuskers Kerala,Batting
AD Mathews,2012-2013,Kochi Tuskers Kerala,Batting
BAW Mendis,2013-2013,Kochi Tuskers Kerala,Batting
MD Mishra,2011-2012,Kochi Tuskers Kerala,Batting
SS Mundhe,2011-2011,Kochi Tuskers Kerala,Batting
AG Murtaza,2012-2013,Kochi Tuskers Kerala,Batting
AM Nayar,2013-2013,Kochi Tuskers Kerala,Batting
A Nehra,2012-2012,Kochi Tuskers Kerala,Batting
TD Paine,2011-2011,Kochi Tuskers Kerala,Batting
IC Pandey,2013-2013,Kochi Tuskers Kerala,Batting
MK Pandey,2011-2013,Kochi Tuskers Kerala,Batting
WD Parnell,2011-2013,Kochi Tuskers Kerala,Batting
Parvez Rasool,2013-2013,Kochi Tuskers Kerala,Batting
S Rana,2011-2011,Kochi Tuskers Kerala,Batting
M Rawat,2013-2013,Kochi Tuskers Kerala,Batting
KW Richardson,2013-2013,Kochi Tuskers Kerala,Batting
JD Ryder,2011-2012,Kochi Tuskers Kerala,Batting
MN Samuels,2012-2013,Kochi Tuskers Kerala,Batting
R Sharma,2011-2013,Kochi Tuskers Kerala,Batting
GC Smith,2011-2011,Kochi Tuskers Kerala,Batting
SPD Smith,2012-2013,Kochi Tuskers Kerala,Batting
TL Suman,2013-2013,Kochi Tuskers Kerala,Batting
JE Taylor,2011-2011,Kochi Tuskers Kerala,Batting
LRPL Taylor,2013-2013,Kochi Tuskers Kerala,Batting
AC Thomas,2011-2012,Kochi Tuskers Kerala,Batting
K Upadhyay,2012-2013,Kochi Tuskers Kerala,Batting
RV Uthappa,2011-2013,Kochi Tuskers Kerala,Batting
SB Wagh,2011-2011,Kochi Tuskers Kerala,Batting
LJ Wright,2012-2013,Kochi Tuskers Kerala,Batting
Yuvraj Singh,2011-2013,Kochi Tuskers Kerala,Batting
UA Birla,2013-2013,Kochi Tuskers Kerala,Bowling
MJ Clarke,2012-2012,Kochi Tuskers Kerala,Bowling
AB Dinda,2012-2013,Kochi Tuskers Kerala,Bowling
JP Faulkner,2011-2011,Kochi Tuskers Kerala,Bowling
CJ Ferguson,2011-2012,Kochi Tuskers Kerala,Bowling
AJ Finch,2013-2013,Kochi Tuskers Kerala,Bowling
SC Ganguly,2011-2012,Kochi Tuskers Kerala,Bowling
RV Gomez,2013-2013,Kochi Tuskers Kerala,Bowling
Harpreet Singh,2011-2012,Kochi Tuskers Kerala,Bowling
AA Jhunjhunwala,2011-2011,Kochi Tuskers Kerala,Bowling
Kamran Khan,2011-2011,Kochi Tuskers Kerala,Bowling
M Kartik,2011-2012,Kochi Tuskers Kerala,Bowling
B Kumar,2011-2013,Kochi Tuskers Kerala,Bowling
NL McCullum,2011-2011,Kochi Tuskers Kerala,Bowling
AP Majumdar,2012-2012,Kochi Tuskers Kerala,Bowling
M Manhas,2011-2013,Kochi Tuskers Kerala,Bowling
MR Marsh,2011-2013,Kochi Tuskers Kerala,Bowling
AD Mathews,2012-2013,Kochi Tuskers Kerala,Bowling
BAW Mendis,2013-2013,Kochi Tuskers Kerala,Bowling
MD Mishra,2011-2012,Kochi Tuskers Kerala,Bowling
SS Mundhe,2011-2011,Kochi Tuskers Kerala,Bowling
AG Murtaza,2012-2013,Kochi Tuskers Kerala,Bowling
AM Nayar,2013-2013,Kochi Tuskers Kerala,Bowling
A Nehra,2012-2012,Kochi Tuskers Kerala,Bowling
TD Paine,2011-2011,Kochi Tuskers Kerala,Bowling
IC Pandey,2013-2013,Kochi Tuskers Kerala,Bowling
MK Pandey,2011-2013,Kochi Tuskers Kerala,Bowling
WD Parnell,2011-2013,Kochi Tuskers Kerala,Bowling
Parvez Rasool,2013-2013,Kochi Tuskers Kerala,Bowling
S Rana,2011-2011,Kochi Tuskers Kerala,Bowling
M Rawat,2013-2013,Kochi Tuskers Kerala,Bowling
KW Richardson,2013-2013,Kochi Tuskers Kerala,Bowling
JD Ryder,2011-2012,Kochi Tuskers Kerala,Bowling
MN Samuels,2012-2013,Kochi Tuskers Kerala,Bowling
R Sharma,2011-2013,Kochi Tuskers Kerala,Bowling
GC Smith,2011-2011,Kochi Tuskers Kerala,Bowling
SPD Smith,2012-2013,Kochi Tuskers Kerala,Bowling
TL Suman,2013-2013,Kochi Tuskers Kerala,Bowling
JE Taylor,2011-2011,Kochi Tuskers Kerala,Bowling
LRPL Taylor,2013-2013,Kochi Tuskers Kerala,Bowling
AC Thomas,2011-2012,Kochi Tuskers Kerala,Bowling
K Upadhyay,2012-2013,Kochi Tuskers Kerala,Bowling
RV Uthappa,2011-2013,Kochi Tuskers Kerala,Bowling
SB Wagh,2011-2011,Kochi Tuskers Kerala,Bowling
LJ Wright,2012-2013,Kochi Tuskers Kerala,Bowling
Yuvraj Singh,2011-2013,Kochi Tuskers Kerala,Bowling
S Ladda,2010-2010,Kolkata Knight Riders,Batting
AR Bawne,2017-2017,Kolkata Knight Riders,Batting
VR Aaron,2011-2012,Kolkata Knight Riders,Batting
Abhishek Sharma,2018-2018,Kolkata Knight Riders,Batting
Abishek Porel,2023-2025,Kolkata Knight Riders,Batting
AB Agarkar,2011-2013,Kolkata Knight Riders,Batting
MA Agarwal,2014-2016,Kolkata Knight Riders,Batting
KK Ahmed,2022-2024,Kolkata Knight Riders,Batting
Aman Hakim Khan,2023-2023,Kolkata Knight Riders,Batting
CJ Anderson,2017-2017,Kolkata Knight Riders,Batting
R Ashwin,2020-2021,Kolkata Knight Riders,Batting
Avesh Khan,2018-2021,Kolkata Knight Riders,Batting
KS Bharat,2022-2022,Kolkata Knight Riders,Batting
R Bhatia,2008-2010,Kolkata Knight Riders,Batting
RK Bhui,2024-2024,Kolkata Knight Riders,Batting
SW Billings,2016-2017,Kolkata Knight Riders,Batting
TR Birt,2011-2011,Kolkata Knight Riders,Batting
J Botha,2013-2013,Kolkata Knight Riders,Batting
TA Boult,2018-2019,Kolkata Knight Riders,Batting
DAJ Bracewell,2012-2012,Kolkata Knight Riders,Batting
CR Brathwaite,2016-2017,Kolkata Knight Riders,Batting
AT Carey,2020-2020,Kolkata Knight Riders,Batting
PVD Chameera,2025-2025,Kolkata Knight Riders,Batting
UBT Chand,2011-2013,Kolkata Knight Riders,Batting
B Chipli,2013-2013,Kolkata Knight Riders,Batting
DT Christian,2018-2018,Kolkata Knight Riders,Batting
PD Collingwood,2010-2010,Kolkata Knight Riders,Batting
NM Coulter-Nile,2014-2016,Kolkata Knight Riders,Batting
PJ Cummins,2017-2017,Kolkata Knight Riders,Batting
TK Curran,2021-2021,Kolkata Knight Riders,Batting
CJ Dala,2018-2018,Kolkata Knight Riders,Batting
Q de Kock,2014-2016,Kolkata Knight Riders,Batting
TU Deshpande,2020-2020,Kolkata Knight Riders,Batting
AB de Villiers,2008-2010,Kolkata Knight Riders,Batting
S Dhawan,2008-2021,Kolkata Knight Riders,Batting
YV Dhull,2023-2023,Kolkata Knight Riders,Batting
TM Dilshan,2008-2010,Kolkata Knight Riders,Batting
AB Dinda,2011-2011,Kolkata Knight Riders,Batting
P Dubey,2020-2023,Kolkata Knight Riders,Batting
JP Duminy,2014-2016,Kolkata Knight Riders,Batting
F du Plessis,2025-2025,Kolkata Knight Riders,Batting
D Ferreira,2025-2025,Kolkata Knight Riders,Batting
AJ Finch,2011-2012,Kolkata Knight Riders,Batting
J Fraser-McGurk,2024-2025,Kolkata Knight Riders,Batting
G Gambhir,2008-2018,Kolkata Knight Riders,Batting
PK Garg,2023-2023,Kolkata Knight Riders,Batting
CM Gautam,2013-2015,Kolkata Knight Riders,Batting
B Geeves,2008-2008,Kolkata Knight Riders,Batting
Gulbadin Naib,2024-2024,Kolkata Knight Riders,Batting
Sunny Gupta,2012-2012,Kolkata Knight Riders,Batting
MC Henriques,2010-2010,Kolkata Knight Riders,Batting
SO Hetmyer,2020-2021,Kolkata Knight Riders,Batting
SD Hope,2024-2024,Kolkata Knight Riders,Batting
JR Hopes,2011-2011,Kolkata Knight Riders,Batting
Imran Tahir,2014-2016,Kolkata Knight Riders,Batting
CA Ingram,2011-2019,Kolkata Knight Riders,Batting
SS Iyer,2015-2021,Kolkata Knight Riders,Batting
KM Jadhav,2010-2015,Kolkata Knight Riders,Batting
DPMD Jayawardene,2012-2013,Kolkata Knight Riders,Batting
MC Juneja,2013-2013,Kolkata Knight Riders,Batting
KD Karthik,2008-2014,Kolkata Knight Riders,Batting
S Kaul,2013-2014,Kolkata Knight Riders,Batting
SN Khan,2022-2023,Kolkata Knight Riders,Batting
Z Khan,2015-2017,Kolkata Knight Riders,Batting
Kuldeep Yadav,2022-2025,Kolkata Knight Riders,Batting
K Kushagra,2024-2024,Kolkata Knight Riders,Batting
S Lamichhane,2018-2019,Kolkata Knight Riders,Batting
AB McDonald,2009-2011,Kolkata Knight Riders,Batting
GD McGrath,2008-2008,Kolkata Knight Riders,Batting
MF Maharoof,2008-2010,Kolkata Knight Riders,Batting
VY Mahesh,2008-2010,Kolkata Knight Riders,Batting
Mandeep Singh,2022-2022,Kolkata Knight Riders,Batting
M Manhas,2008-2010,Kolkata Knight Riders,Batting
MR Marsh,2022-2024,Kolkata Knight Riders,Batting
AD Mathews,2015-2017,Kolkata Knight Riders,Batting
GJ Maxwell,2012-2018,Kolkata Knight Riders,Batting
BMAJ Mendis,2013-2013,Kolkata Knight Riders,Batting
LI Meriwala,2021-2021,Kolkata Knight Riders,Batting
A Mishra,2008-2021,Kolkata Knight Riders,Batting
Mohammad Asif,2008-2008,Kolkata Knight Riders,Batting
Mohammed Shami,2014-2018,Kolkata Knight Riders,Batting
JA Morkel,2015-2015,Kolkata Knight Riders,Batting
M Morkel,2011-2013,Kolkata Knight Riders,Batting
CH Morris,2016-2019,Kolkata Knight Riders,Batting
Mukesh Kumar,2023-2025,Kolkata Knight Riders,Batting
C Munro,2018-2019,Kolkata Knight Riders,Batting
Mustafizur Rahman,2022-2025,Kolkata Knight Riders,Batting
DJ Muthuswami,2015-2015,Kolkata Knight Riders,Batting
S Nadeem,2011-2018,Kolkata Knight Riders,Batting
Y Nagar,2009-2012,Kolkata Knight Riders,Batting
KL Nagarkoti,2022-2022,Kolkata Knight Riders,Batting
KK Nair,2016-2025,Kolkata Knight Riders,Batting
DP Nannes,2009-2010,Kolkata Knight Riders,Batting
T Natarajan,2025-2025,Kolkata Knight Riders,Batting
JDS Neesham,2014-2014,Kolkata Knight Riders,Batting
P Negi,2012-2016,Kolkata Knight Riders,Batting
A Nehra,2009-2013,Kolkata Knight Riders,Batting
V Nigam,2025-2025,Kolkata Knight Riders,Batting
A Nortje,2020-2024,Kolkata Knight Riders,Batting
NV Ojha,2011-2018,Kolkata Knight Riders,Batting
MK Pandey,2023-2023,Kolkata Knight Riders,Batting
RR Pant,2016-2024,Kolkata Knight Riders,Batting
WD Parnell,2014-2014,Kolkata Knight Riders,Batting
AR Patel,2019-2025,Kolkata Knight Riders,Batting
HV Patel,2018-2020,Kolkata Knight Riders,Batting
RV Patel,2021-2023,Kolkata Knight Riders,Batting
IK Pathan,2011-2013,Kolkata Knight Riders,Batting
KMA Paul,2019-2019,Kolkata Knight Riders,Batting
KP Pietersen,2012-2014,Kolkata Knight Riders,Batting
LE Plunkett,2018-2018,Kolkata Knight Riders,Batting
R Powell,2022-2023,Kolkata Knight Riders,Batting
K Rabada,2017-2021,Kolkata Knight Riders,Batting
AM Rahane,2020-2021,Kolkata Knight Riders,Batting
KL Rahul,2025-2025,Kolkata Knight Riders,Batting
Rasikh Salam,2024-2024,Kolkata Knight Riders,Batting
JA Richardson,2024-2024,Kolkata Knight Riders,Batting
BJ Rohrer,2013-2013,Kolkata Knight Riders,Batting
RR Rossouw,2023-2023,Kolkata Knight Riders,Batting
JJ Roy,2018-2018,Kolkata Knight Riders,Batting
AD Russell,2012-2013,Kolkata Knight Riders,Batting
SE Rutherford,2019-2019,Kolkata Knight Riders,Batting
C Sakariya,2022-2023,Kolkata Knight Riders,Batting
PD Salt,2023-2023,Kolkata Knight Riders,Batting
AM Salvi,2009-2011,Kolkata Knight Riders,Batting
Sameer Rizvi,2025-2025,Kolkata Knight Riders,Batting
DR Sams,2020-2020,Kolkata Knight Riders,Batting
SV Samson,2016-2017,Kolkata Knight Riders,Batting
MN Samuels,2017-2017,Kolkata Knight Riders,Batting
GS Sandhu,2015-2015,Kolkata Knight Riders,Batting
PJ Sangwan,2008-2010,Kolkata Knight Riders,Batting
Sediqullah Atal,2025-2025,Kolkata Knight Riders,Batting
V Sehwag,2008-2013,Kolkata Knight Riders,Batting
TL Seifert,2022-2022,Kolkata Knight Riders,Batting
V Shankar,2018-2018,Kolkata Knight Riders,Batting
AR Sharma,2025-2025,Kolkata Knight Riders,Batting
I Sharma,2019-2024,Kolkata Knight Riders,Batting
MM Sharma,2020-2025,Kolkata Knight Riders,Batting
R Sharma,2014-2014,Kolkata Knight Riders,Batting
PP Shaw,2018-2024,Kolkata Knight Riders,Batting
Shoaib Malik,2008-2008,Kolkata Knight Riders,Batting
LR Shukla,2014-2014,Kolkata Knight Riders,Batting
R Shukla,2014-2014,Kolkata Knight Riders,Batting
SPD Smith,2021-2021,Kolkata Knight Riders,Batting
S Sriram,2011-2011,Kolkata Knight Riders,Batting
MA Starc,2025-2025,Kolkata Knight Riders,Batting
MP Stoinis,2020-2021,Kolkata Knight Riders,Batting
T Stubbs,2024-2025,Kolkata Knight Riders,Batting
J Suchith,2019-2019,Kolkata Knight Riders,Batting
Sumit Kumar,2024-2024,Kolkata Knight Riders,Batting
AP Tare,2017-2017,Kolkata Knight Riders,Batting
LRPL Taylor,2012-2014,Kolkata Knight Riders,Batting
R Tewatia,2018-2019,Kolkata Knight Riders,Batting
SN Thakur,2022-2022,Kolkata Knight Riders,Batting
M Tiwari,2025-2025,Kolkata Knight Riders,Batting
MK Tiwary,2008-2015,Kolkata Knight Riders,Batting
SS Tiwary,2015-2015,Kolkata Knight Riders,Batting
JD Unadkat,2014-2015,Kolkata Knight Riders,Batting
RE van der Merwe,2011-2013,Kolkata Knight Riders,Batting
Y Venugopal Rao,2011-2013,Kolkata Knight Riders,Batting
DL Vettori,2008-2010,Kolkata Knight Riders,Batting
GH Vihari,2019-2019,Kolkata Knight Riders,Batting
M Vijay,2014-2014,Kolkata Knight Riders,Batting
MS Wade,2011-2011,Kolkata Knight Riders,Batting
DA Warner,2009-2024,Kolkata Knight Riders,Batting
LB Williams,2024-2024,Kolkata Knight Riders,Batting
CR Woakes,2021-2021,Kolkata Knight Riders,Batting
J Yadav,2015-2017,Kolkata Knight Riders,Batting
Lalit Yadav,2021-2024,Kolkata Knight Riders,Batting
UT Yadav,2010-2013,Kolkata Knight Riders,Batting
Yuvraj Singh,2015-2015,Kolkata Knight Riders,Batting
S Ladda,2010-2010,Kolkata Knight Riders,Bowling
AR Bawne,2017-2017,Kolkata Knight Riders,Bowling
VR Aaron,2011-2012,Kolkata Knight Riders,Bowling
Abhishek Sharma,2018-2018,Kolkata Knight Riders,Bowling
Abishek Porel,2023-2025,Kolkata Knight Riders,Bowling
AB Agarkar,2011-2013,Kolkata Knight Riders,Bowling
MA Agarwal,2014-2016,Kolkata Knight Riders,Bowling
KK Ahmed,2022-2024,Kolkata Knight Riders,Bowling
Aman Hakim Khan,2023-2023,Kolkata Knight Riders,Bowling
CJ Anderson,2017-2017,Kolkata Knight Riders,Bowling
R Ashwin,2020-2021,Kolkata Knight Riders,Bowling
Avesh Khan,2018-2021,Kolkata Knight Riders,Bowling
KS Bharat,2022-2022,Kolkata Knight Riders,Bowling
R Bhatia,2008-2010,Kolkata Knight Riders,Bowling
RK Bhui,2024-2024,Kolkata Knight Riders,Bowling
SW Billings,2016-2017,Kolkata Knight Riders,Bowling
TR Birt,2011-2011,Kolkata Knight Riders,Bowling
J Botha,2013-2013,Kolkata Knight Riders,Bowling
TA Boult,2018-2019,Kolkata Knight Riders,Bowling
DAJ Bracewell,2012-2012,Kolkata Knight Riders,Bowling
CR Brathwaite,2016-2017,Kolkata Knight Riders,Bowling
AT Carey,2020-2020,Kolkata Knight Riders,Bowling
PVD Chameera,2025-2025,Kolkata Knight Riders,Bowling
UBT Chand,2011-2013,Kolkata Knight Riders,Bowling
B Chipli,2013-2013,Kolkata Knight Riders,Bowling
DT Christian,2018-2018,Kolkata Knight Riders,Bowling
PD Collingwood,2010-2010,Kolkata Knight Riders,Bowling
NM Coulter-Nile,2014-2016,Kolkata Knight Riders,Bowling
PJ Cummins,2017-2017,Kolkata Knight Riders,Bowling
TK Curran,2021-2021,Kolkata Knight Riders,Bowling
CJ Dala,2018-2018,Kolkata Knight Riders,Bowling
Q de Kock,2014-2016,Kolkata Knight Riders,Bowling
TU Deshpande,2020-2020,Kolkata Knight Riders,Bowling
AB de Villiers,2008-2010,Kolkata Knight Riders,Bowling
S Dhawan,2008-2021,Kolkata Knight Riders,Bowling
YV Dhull,2023-2023,Kolkata Knight Riders,Bowling
TM Dilshan,2008-2010,Kolkata Knight Riders,Bowling
AB Dinda,2011-2011,Kolkata Knight Riders,Bowling
P Dubey,2020-2023,Kolkata Knight Riders,Bowling
JP Duminy,2014-2016,Kolkata Knight Riders,Bowling
F du Plessis,2025-2025,Kolkata Knight Riders,Bowling
D Ferreira,2025-2025,Kolkata Knight Riders,Bowling
AJ Finch,2011-2012,Kolkata Knight Riders,Bowling
J Fraser-McGurk,2024-2025,Kolkata Knight Riders,Bowling
G Gambhir,2008-2018,Kolkata Knight Riders,Bowling
PK Garg,2023-2023,Kolkata Knight Riders,Bowling
CM Gautam,2013-2015,Kolkata Knight Riders,Bowling
B Geeves,2008-2008,Kolkata Knight Riders,Bowling
Gulbadin Naib,2024-2024,Kolkata Knight Riders,Bowling
Sunny Gupta,2012-2012,Kolkata Knight Riders,Bowling
MC Henriques,2010-2010,Kolkata Knight Riders,Bowling
SO Hetmyer,2020-2021,Kolkata Knight Riders,Bowling
SD Hope,2024-2024,Kolkata Knight Riders,Bowling
JR Hopes,2011-2011,Kolkata Knight Riders,Bowling
Imran Tahir,2014-2016,Kolkata Knight Riders,Bowling
CA Ingram,2011-2019,Kolkata Knight Riders,Bowling
SS Iyer,2015-2021,Kolkata Knight Riders,Bowling
KM Jadhav,2010-2015,Kolkata Knight Riders,Bowling
DPMD Jayawardene,2012-2013,Kolkata Knight Riders,Bowling
MC Juneja,2013-2013,Kolkata Knight Riders,Bowling
KD Karthik,2008-2014,Kolkata Knight Riders,Bowling
S Kaul,2013-2014,Kolkata Knight Riders,Bowling
SN Khan,2022-2023,Kolkata Knight Riders,Bowling
Z Khan,2015-2017,Kolkata Knight Riders,Bowling
Kuldeep Yadav,2022-2025,Kolkata Knight Riders,Bowling
K Kushagra,2024-2024,Kolkata Knight Riders,Bowling
S Lamichhane,2018-2019,Kolkata Knight Riders,Bowling
AB McDonald,2009-2011,Kolkata Knight Riders,Bowling
GD McGrath,2008-2008,Kolkata Knight Riders,Bowling
MF Maharoof,2008-2010,Kolkata Knight Riders,Bowling
VY Mahesh,2008-2010,Kolkata Knight Riders,Bowling
Mandeep Singh,2022-2022,Kolkata Knight Riders,Bowling
M Manhas,2008-2010,Kolkata Knight Riders,Bowling
MR Marsh,2022-2024,Kolkata Knight Riders,Bowling
AD Mathews,2015-2017,Kolkata Knight Riders,Bowling
GJ Maxwell,2012-2018,Kolkata Knight Riders,Bowling
BMAJ Mendis,2013-2013,Kolkata Knight Riders,Bowling
LI Meriwala,2021-2021,Kolkata Knight Riders,Bowling
A Mishra,2008-2021,Kolkata Knight Riders,Bowling
Mohammad Asif,2008-2008,Kolkata Knight Riders,Bowling
Mohammed Shami,2014-2018,Kolkata Knight Riders,Bowling
JA Morkel,2015-2015,Kolkata Knight Riders,Bowling
M Morkel,2011-2013,Kolkata Knight Riders,Bowling
CH Morris,2016-2019,Kolkata Knight Riders,Bowling
Mukesh Kumar,2023-2025,Kolkata Knight Riders,Bowling
C Munro,2018-2019,Kolkata Knight Riders,Bowling
Mustafizur Rahman,2022-2025,Kolkata Knight Riders,Bowling
DJ Muthuswami,2015-2015,Kolkata Knight Riders,Bowling
S Nadeem,2011-2018,Kolkata Knight Riders,Bowling
Y Nagar,2009-2012,Kolkata Knight Riders,Bowling
KL Nagarkoti,2022-2022,Kolkata Knight Riders,Bowling
KK Nair,2016-2025,Kolkata Knight Riders,Bowling
DP Nannes,2009-2010,Kolkata Knight Riders,Bowling
T Natarajan,2025-2025,Kolkata Knight Riders,Bowling
JDS Neesham,2014-2014,Kolkata Knight Riders,Bowling
P Negi,2012-2016,Kolkata Knight Riders,Bowling
A Nehra,2009-2013,Kolkata Knight Riders,Bowling
V Nigam,2025-2025,Kolkata Knight Riders,Bowling
A Nortje,2020-2024,Kolkata Knight Riders,Bowling
NV Ojha,2011-2018,Kolkata Knight Riders,Bowling
MK Pandey,2023-2023,Kolkata Knight Riders,Bowling
RR Pant,2016-2024,Kolkata Knight Riders,Bowling
WD Parnell,2014-2014,Kolkata Knight Riders,Bowling
AR Patel,2019-2025,Kolkata Knight Riders,Bowling
HV Patel,2018-2020,Kolkata Knight Riders,Bowling
RV Patel,2021-2023,Kolkata Knight Riders,Bowling
IK Pathan,2011-2013,Kolkata Knight Riders,Bowling
KMA Paul,2019-2019,Kolkata Knight Riders,Bowling
KP Pietersen,2012-2014,Kolkata Knight Riders,Bowling
LE Plunkett,2018-2018,Kolkata Knight Riders,Bowling
R Powell,2022-2023,Kolkata Knight Riders,Bowling
K Rabada,2017-2021,Kolkata Knight Riders,Bowling
AM Rahane,2020-2021,Kolkata Knight Riders,Bowling
KL Rahul,2025-2025,Kolkata Knight Riders,Bowling
Rasikh Salam,2024-2024,Kolkata Knight Riders,Bowling
JA Richardson,2024-2024,Kolkata Knight Riders,Bowling
BJ Rohrer,2013-2013,Kolkata Knight Riders,Bowling
RR Rossouw,2023-2023,Kolkata Knight Riders,Bowling
JJ Roy,2018-2018,Kolkata Knight Riders,Bowling
AD Russell,2012-2013,Kolkata Knight Riders,Bowling
SE Rutherford,2019-2019,Kolkata Knight Riders,Bowling
C Sakariya,2022-2023,Kolkata Knight Riders,Bowling
PD Salt,2023-2023,Kolkata Knight Riders,Bowling
AM Salvi,2009-2011,Kolkata Knight Riders,Bowling
Sameer Rizvi,2025-2025,Kolkata Knight Riders,Bowling
DR Sams,2020-2020,Kolkata Knight Riders,Bowling
SV Samson,2016-2017,Kolkata Knight Riders,Bowling
MN Samuels,2017-2017,Kolkata Knight Riders,Bowling
GS Sandhu,2015-2015,Kolkata Knight Riders,Bowling
PJ Sangwan,2008-2010,Kolkata Knight Riders,Bowling
Sediqullah Atal,2025-2025,Kolkata Knight Riders,Bowling
V Sehwag,2008-2013,Kolkata Knight Riders,Bowling
TL Seifert,2022-2022,Kolkata Knight Riders,Bowling
V Shankar,2018-2018,Kolkata Knight Riders,Bowling
AR Sharma,2025-2025,Kolkata Knight Riders,Bowling
I Sharma,2019-2024,Kolkata Knight Riders,Bowling
MM Sharma,2020-2025,Kolkata Knight Riders,Bowling
R Sharma,2014-2014,Kolkata Knight Riders,Bowling
PP Shaw,2018-2024,Kolkata Knight Riders,Bowling
Shoaib Malik,2008-2008,Kolkata Knight Riders,Bowling
LR Shukla,2014-2014,Kolkata Knight Riders,Bowling
R Shukla,2014-2014,Kolkata Knight Riders,Bowling
SPD Smith,2021-2021,Kolkata Knight Riders,Bowling
S Sriram,2011-2011,Kolkata Knight Riders,Bowling
MA Starc,2025-2025,Kolkata Knight Riders,Bowling
MP Stoinis,2020-2021,Kolkata Knight Riders,Bowling
T Stubbs,2024-2025,Kolkata Knight Riders,Bowling
J Suchith,2019-2019,Kolkata Knight Riders,Bowling
Sumit Kumar,2024-2024,Kolkata Knight Riders,Bowling
AP Tare,2017-2017,Kolkata Knight Riders,Bowling
LRPL Taylor,2012-2014,Kolkata Knight Riders,Bowling
R Tewatia,2018-2019,Kolkata Knight Riders,Bowling
SN Thakur,2022-2022,Kolkata Knight Riders,Bowling
M Tiwari,2025-2025,Kolkata Knight Riders,Bowling
MK Tiwary,2008-2015,Kolkata Knight Riders,Bowling
SS Tiwary,2015-2015,Kolkata Knight Riders,Bowling
JD Unadkat,2014-2015,Kolkata Knight Riders,Bowling
RE van der Merwe,2011-2013,Kolkata Knight Riders,Bowling
Y Venugopal Rao,2011-2013,Kolkata Knight Riders,Bowling
DL Vettori,2008-2010,Kolkata Knight Riders,Bowling
GH Vihari,2019-2019,Kolkata Knight Riders,Bowling
